ID	Chr	Start	End	n_gene	gene_name
CNVR_155	4	6330228	6534219	NA	NA
CNVR_156	4	7372107	7455891	NA	NA
CNVR_157	4	7803131	7906401	NA	NA
CNVR_158	4	9623951	9706609	1	ANKIB1
CNVR_159	4	10554466	10785247	3	HEPACAM2,VPS50,CALCR
CNVR_160	4	12328781	12442325	1	PPP1R9A
CNVR_161	4	16887354	17012863	1	NXPH1
CNVR_162	4	17460946	18172340	NA	NA
CNVR_163	4	19093963	19200647	NA	NA
CNVR_164	4	20024131	20304105	NA	NA
CNVR_165	4	20445754	20477053	NA	NA
CNVR_166	4	22417069	22677610	1	DGKB
CNVR_167	4	23108150	23239528	1	DGKB
CNVR_168	4	23463134	23601651	1	AGMO
CNVR_169	4	24769941	24787234	NA	NA
CNVR_170	4	30105605	30147821	NA	NA
CNVR_171	4	34161540	34595587	NA	NA
CNVR_172	4	35162460	35487581	1	SEMA3D
CNVR_173	4	36719984	37735828	NA	NA
CNVR_174	4	38363077	38577586	1	CACNA2D1
CNVR_175	4	41346098	41947025	NA	NA
CNVR_176	4	45400553	45479387	1	ORC5
CNVR_177	4	48447077	48515994	1	GPR22
CNVR_178	4	52693559	52803700	NA	NA
CNVR_179	4	54239052	54278625	NA	NA
CNVR_180	4	56847089	57094891	NA	NA
CNVR_181	4	58269915	58772842	1	RGS2
CNVR_182	4	58841554	58862210	NA	NA
CNVR_183	4	59421575	59566132	NA	NA
CNVR_184	4	62197348	62228844	1	NPSR1
CNVR_185	4	66099208	66429603	4	MTURN,PLEKHA8,FKBP14,SCRN1
CNVR_186	4	66753486	66803742	NA	NA
CNVR_187	4	68465623	68705234	1	HIBADH
CNVR_188	4	71900384	72082867	2	FAM221A,ADAM22
CNVR_189	4	72803395	74003192	2	ZNF804B,TEX47
CNVR_190	4	74657252	74678087	NA	NA
CNVR_191	4	76717317	76815010	2	ZMIZ2,OGDH
CNVR_192	4	77973448	78071301	NA	NA
CNVR_193	4	80312765	80347612	1	SUGCT
CNVR_194	4	83038296	84636118	NA	NA
CNVR_195	4	84792163	84829041	1	KCND2
CNVR_196	4	84948868	85008727	1	KCND2
CNVR_197	4	89094214	89183705	NA	NA
CNVR_198	4	90377921	90468283	NA	NA
CNVR_199	4	92050350	92129716	1	SND1
CNVR_200	4	95067685	95166666	1	MKLN1
CNVR_201	4	96998183	97277561	2	EXOC4,MIR2423
CNVR_202	4	105231989	105304020	NA	NA
CNVR_203	4	106108030	106133947	NA	NA
CNVR_204	4	106422540	106435387	NA	NA
CNVR_205	4	109506472	109533204	NA	NA
CNVR_206	4	112837075	112994064	2	GIMAP7,LOC511617
CNVR_207	4	115362693	115381846	NA	NA
CNVR_208	4	118951619	119082548	NA	NA
CNVR_209	5	2586434	3885445	NA	NA
CNVR_210	5	8029807	8295898	NA	NA
CNVR_211	5	8328738	8415647	NA	NA
CNVR_212	5	11058496	11551233	NA	NA
CNVR_213	5	12615390	12739512	NA	NA
CNVR_214	5	13366807	14395978	NA	NA
CNVR_215	5	14819458	14878496	1	LRRIQ1
CNVR_216	5	15646809	15860012	1	MGAT4C
CNVR_217	5	16194862	16221348	NA	NA
CNVR_218	5	16426181	16842239	NA	NA
CNVR_219	5	27040938	27114028	3	KRT8,KRT78,KRT79
CNVR_220	5	29594972	29606401	NA	NA
CNVR_221	5	40559187	40689866	1	LRRK2
CNVR_222	5	41739940	41856142	1	KIF21A
CNVR_223	5	49769854	49803392	1	SRGAP1
CNVR_224	5	50066009	50182992	NA	NA
CNVR_225	5	51021894	51204033	1	USP15
CNVR_226	5	52159913	54311674	1	SLC16A7
CNVR_227	5	54521099	54997923	1	LRIG3
CNVR_228	5	56035754	56081838	1	R3HDM2
CNVR_229	5	58039011	58068698	NA	NA
CNVR_230	5	58827093	58843129	NA	NA
CNVR_231	5	58925936	59139148	NA	NA
CNVR_232	5	59736550	59953158	NA	NA
CNVR_233	5	60171808	60209282	NA	NA
CNVR_234	5	64116108	64230589	3	UHRF1BP1L,ACTR6,SCYL2
CNVR_235	5	74749864	74753566	1	MYH9
CNVR_236	5	76888810	77042374	1	PKP2
CNVR_237	5	86500786	86770273	1	SOX5
CNVR_238	5	91512259	93289231	3	PIK3C2G,RERGL,LMO3
CNVR_239	5	93611048	93661305	NA	NA
CNVR_240	5	95388986	95475180	1	ATF7IP
CNVR_241	5	97624572	97673415	NA	NA
CNVR_242	5	101977430	102029541	1	WC-7
CNVR_243	5	102317408	102463152	NA	NA
CNVR_244	5	102630827	103046878	4	WC1.3,WC1,WC1-8,CD163L1
CNVR_245	5	105720910	105792437	2	TIGAR,CCND2
CNVR_246	5	106022933	106090114	NA	NA
CNVR_247	5	106990076	107114180	1	WASHC1
CNVR_248	5	109783129	109801761	NA	NA
CNVR_249	5	111795109	111914115	1	MIR2439
CNVR_250	5	112271082	112941150	19	MIR1281,L3MBTL2,MIR2441,RANGAP1,ZC3H7B,TOB2,PHF5A,ACO2,POLR3H,CSDC2,PMM1,XRCC6,SNU13,MEI1,CCDC134,SREBF2,MIR33A,TNFRSF13C,CENPM
CNVR_251	5	113908560	113929923	2	MCAT,TSPO
CNVR_252	5	114595880	114640633	NA	NA
CNVR_253	5	116466547	116483271	1	PPARA
CNVR_254	5	116879431	116908657	1	GRAMD4
CNVR_255	5	117008357	117117023	1	TBC1D22A
CNVR_256	5	118140212	118152314	NA	NA
CNVR_257	5	118209249	118224973	NA	NA
CNVR_258	5	118326410	118372340	1	TAFA5
CNVR_259	5	118421130	118474468	1	TAFA5
CNVR_260	5	118630779	118709855	NA	NA
CNVR_261	5	119618064	119734299	3	MAPK12,MAPK11,PLXNB2
CNVR_262	6	115156	689353	1	APELA
CNVR_263	6	4168463	4201894	1	QRFPR
CNVR_264	6	4884823	4907277	NA	NA
CNVR_265	6	7907346	10583779	1	NDST4
CNVR_266	6	11131845	11226708	NA	NA
CNVR_267	6	18364684	18413478	NA	NA
CNVR_268	6	18924476	18955466	NA	NA
CNVR_269	6	23684408	23761369	1	PPP3CA
CNVR_270	6	27204121	27311786	NA	NA
CNVR_271	6	27332801	27950289	NA	NA
CNVR_272	6	30915027	33530543	NA	NA
CNVR_273	6	33709997	33774948	1	CCSER1
CNVR_274	6	33873388	34610791	1	CCSER1
CNVR_275	6	36535012	36551432	1	ABCG2
CNVR_276	6	37302499	37536990	3	DCAF16,NCAPG,LCORL
CNVR_277	6	37819224	37860407	NA	NA
CNVR_278	6	39652421	39900932	1	SLIT2
CNVR_279	6	47172330	50546109	1	PCDH7
CNVR_280	6	50672369	51366146	NA	NA
CNVR_281	6	51682000	53018148	NA	NA
CNVR_282	6	53346422	54978700	NA	NA
CNVR_283	6	55123673	55172459	NA	NA
CNVR_284	6	55277164	55662301	NA	NA
CNVR_285	6	62324968	62662045	NA	NA
CNVR_286	6	63920386	65302613	2	GABRG1,GABRA2
CNVR_287	6	73556389	76966404	NA	NA
CNVR_288	6	77586306	82543678	2	ADGRL3,TECRL
CNVR_289	6	82895900	83003450	NA	NA
CNVR_290	6	84203997	84368516	NA	NA
CNVR_291	6	84734130	85446151	5	LOC781988,UGT2A1,SULT1B1,SULT1E1,CSN1S1
CNVR_292	6	89886763	89911008	1	PARM1
CNVR_293	6	90459046	90505918	1	G3BP2
CNVR_294	6	95401682	95707067	1	CFAP299
CNVR_295	6	102542717	102646839	1	DMP1
CNVR_296	6	114371692	114406200	NA	NA
CNVR_297	6	114582670	114667980	1	ACOX3
CNVR_298	6	114903821	115458260	3	MIR1777A,LRPAP1,HGFAC
CNVR_299	6	115656633	115719172	4	MIR2450A,MIR2450B,MIR2450D,MIR2450C
CNVR_300	6	115881461	115959367	2	ADD1,SH3BP2
CNVR_301	6	116045596	116391408	3	RNF4,MXD4,HAUS3
CNVR_302	6	116765519	116935159	4	FGFR3,TACC3,TMEM129,SLBP
CNVR_303	6	117015280	117198612	1	MAEA
CNVR_304	6	117334310	117390034	2	FGFRL1,MIR2449
CNVR_305	6	117442170	117586582	3	GAK,CPLX1,PCGF3
CNVR_306	7	310937	435584	1	LOC100125913
CNVR_307	7	1080046	1085828	1	RASGEF1C
CNVR_308	7	2441749	2470758	1	ZFP2
CNVR_309	7	4981205	5074707	6	CIST1,PDE4C,RAB3A,MPV17L2,IFI30,PIK3R2
CNVR_310	7	5292475	5377006	2	INSL3,B3GNT3
CNVR_311	7	5473507	5616237	3	COLGALT1,PGLS,SLC27A1
CNVR_312	7	8782634	10494698	NA	NA
CNVR_313	7	11234442	11485170	7	TECR,DNAJB1,GIPC1,PTGER1,PKN1,DDX39A,ADGRE5
CNVR_314	7	12709431	12755099	4	RNASEH2A,PRDX2,JUNB,HOOK2
CNVR_315	7	13697805	13734002	NA	NA
CNVR_316	7	14032208	14079651	NA	NA
CNVR_317	7	14727440	14921401	9	DNMT1,S1PR2,MRPL4,ICAM1,ICAM5,FDX2,RAVER1,ICAM3,TYK2
CNVR_318	7	15060628	15282437	8	ATG4D,KRI1,CDKN2D,AP1M2,SLC44A2,ILF3,QTRT1,DNM2
CNVR_319	7	15729850	15854651	7	RAB3D,TMEM205,PLPPR2,EPOR,RGL3,CCDC151,PRKCSH
CNVR_320	7	18374159	18403881	1	RFX2
CNVR_321	7	19718988	20025300	11	SH3GL1,STAP2,FSD1,SHD,YJU2,EBI3,SIRT6,CREB3L3,MAP2K2,ZBTB7A,PIAS4
CNVR_322	7	20348289	20778184	12	GIPC3,HMG20B,C7H19orf71,FZR1,DOHH,SMIM24,LOC618071,NFIC,NCLN,GNA15,GNA11,TLE5
CNVR_323	7	21743940	21802513	1	RAD50
CNVR_324	7	21927815	21963795	1	IRF1
CNVR_325	7	21972718	22003609	NA	NA
CNVR_326	7	22007584	22028121	NA	NA
CNVR_327	7	22536026	22554424	1	ACSL6
CNVR_328	7	23726597	23741599	NA	NA
CNVR_329	7	23777525	23867865	NA	NA
CNVR_330	7	27289094	27323816	1	ALDH7A1
CNVR_331	7	28248391	28300663	NA	NA
CNVR_332	7	29632170	29715806	NA	NA
CNVR_333	7	32142713	32165961	NA	NA
CNVR_334	7	32271801	32525437	NA	NA
CNVR_335	7	32912816	33140093	NA	NA
CNVR_336	7	34703029	34832022	NA	NA
CNVR_337	7	35861973	35908827	NA	NA
CNVR_338	7	38226065	38417700	2	HK3,UIMC1
CNVR_339	7	41766797	41803776	NA	NA
CNVR_340	7	41936355	41982734	NA	NA
CNVR_341	7	43369002	44022730	26	PTBP1,ELANE,CFD,R3HDM4,ARID3A,WDR18,CNN2,ABCA7,ARHGAP45,POLR2E,GPX4,SBNO2,ATP5F1D,CIRBP,C7H19orf24,EFNA2,PWWP3A,NDUFS7,GAMT,DAZAP1,RPS15,C7H19orf25,REEP6,MBD3,UQCR11,TCF3
CNVR_342	7	46218847	46303822	2	SEC24A,CAMLG
CNVR_343	7	48631701	48659911	1	SPOCK1
CNVR_344	7	51895416	52030052	1	PCDHA13
CNVR_345	7	68038227	68126506	NA	NA
CNVR_346	7	68637147	68783389	NA	NA
CNVR_347	7	76362651	78318236	1	MIR8549
CNVR_348	7	83768386	84051130	NA	NA
CNVR_349	7	84759907	86193204	NA	NA
CNVR_350	7	86947630	86986302	1	RASA1
CNVR_351	7	90843162	90863630	1	ARRDC3
CNVR_352	7	91189501	92330502	NA	NA
CNVR_353	7	92549685	92627202	NA	NA
CNVR_354	7	96613640	96674884	1	RIOK2
CNVR_355	7	98715802	98830419	NA	NA
CNVR_356	7	103233313	106096645	NA	NA
CNVR_357	7	109884675	110293886	NA	NA
CNVR_358	8	2670595	2915019	NA	NA
CNVR_359	8	3389399	3703116	NA	NA
CNVR_360	8	4082412	4534892	1	GALNTL6
CNVR_361	8	12807518	14225229	1	MIR2285M-5
CNVR_362	8	18756828	20011119	1	IZUMO3
CNVR_363	8	20871555	21282510	NA	NA
CNVR_364	8	31962859	32036232	NA	NA
CNVR_365	8	32102776	33424212	NA	NA
CNVR_366	8	33701484	34471102	NA	NA
CNVR_367	8	34841159	35928621	NA	NA
CNVR_368	8	37331265	37364984	NA	NA
CNVR_369	8	38363220	38420499	1	UHRF2
CNVR_370	8	41105274	41261675	NA	NA
CNVR_371	8	43615936	43824913	1	DMRT1
CNVR_372	8	49669527	50272560	NA	NA
CNVR_373	8	71906498	72015768	NA	NA
CNVR_374	8	81613969	81655976	6	C8H9orf3,MIR2475,MIR23B,MIR27B,MIR24-1,FANCC
CNVR_375	8	82609588	82677709	1	ERCC6L2
CNVR_376	8	91608918	93181299	1	CYLC2
CNVR_377	8	94169835	94348272	NA	NA
CNVR_378	8	94398701	94539339	NA	NA
CNVR_379	8	100342004	100446192	1	LPAR1
CNVR_380	8	101701833	101756218	2	LOC534155,HSDL2
CNVR_381	8	113248793	113255527	NA	NA
CNVR_382	9	173760	222508	NA	NA
CNVR_383	9	1232090	1407386	NA	NA
CNVR_384	9	1492214	5583983	NA	NA
CNVR_385	9	5784409	7215840	NA	NA
CNVR_386	9	13913182	14108220	NA	NA
CNVR_387	9	15406961	15437219	1	MYO6
CNVR_388	9	16325774	16596500	NA	NA
CNVR_389	9	16995696	17031856	NA	NA
CNVR_390	9	18608888	18650496	NA	NA
CNVR_391	9	24739623	24872710	NA	NA
CNVR_392	9	28284086	28305499	1	CLVS2
CNVR_393	9	30169726	30802063	NA	NA
CNVR_394	9	35054209	35822082	NA	NA
CNVR_395	9	40282917	40345809	NA	NA
CNVR_396	9	45904339	47944789	1	GRIK2
CNVR_397	9	48307662	48796022	1	GRIK2
CNVR_398	9	49224046	49366561	1	ASCC3
CNVR_399	9	50321700	50390151	3	USP45,PNISR,COQ3
CNVR_400	9	51545402	51588928	NA	NA
CNVR_401	9	53435870	53536927	NA	NA
CNVR_402	9	53903707	54047506	NA	NA
CNVR_403	9	54387934	56366734	NA	NA
CNVR_404	9	57139648	57901328	NA	NA
CNVR_405	9	65629321	65652443	NA	NA
CNVR_406	9	65885583	66036771	2	THEMIS,PTPRK
CNVR_407	9	68293784	68313927	1	SAMD3
CNVR_408	9	71761625	71867488	NA	NA
CNVR_409	9	73729142	73848491	NA	NA
CNVR_410	9	79635272	79745361	1	VTA1
CNVR_411	9	88636634	88684552	NA	NA
CNVR_412	9	90715541	90747056	NA	NA
CNVR_413	9	92507446	92528200	NA	NA
CNVR_414	9	97537718	97567316	1	PRKN
CNVR_415	9	98170529	98202076	3	PRKN,MIR2482,PACRG
CNVR_416	9	102050512	102068573	NA	NA
CNVR_417	9	102582381	102615677	NA	NA
CNVR_418	9	103396428	103455006	NA	NA
CNVR_419	10	110950	164069	NA	NA
CNVR_420	10	545401	561907	NA	NA
CNVR_421	10	1860161	1936953	NA	NA
CNVR_422	10	2377878	2387809	NA	NA
CNVR_423	10	6846956	6989555	2	COL4A3BP,POLK
CNVR_424	10	9143166	9354675	2	AP3B1,MIR2284Z-1
CNVR_425	10	11354552	11544918	4	GNPNAT1,STYX,PSMC6,ERO1A
CNVR_426	10	14157673	14228843	NA	NA
CNVR_427	10	19755228	19797770	NA	NA
CNVR_428	10	20370455	20429404	1	NPTN
CNVR_429	10	21794678	21979394	10	PSMB11,PSMB5,C10H14orf93,AJUBA,HAUS4,PRMT5,RBM23,REM2,LRP10,MMP14
CNVR_430	10	22364061	22408227	NA	NA
CNVR_431	10	22796412	23703141	NA	NA
CNVR_432	10	24904079	25349755	NA	NA
CNVR_433	10	27289923	27320537	NA	NA
CNVR_434	10	36538466	36803995	4	INO80,CHP1,OIP5,NUSAP1
CNVR_435	10	39715696	40046559	NA	NA
CNVR_436	10	40300919	40593217	NA	NA
CNVR_437	10	41412968	41462308	NA	NA
CNVR_438	10	41667967	41725845	NA	NA
CNVR_439	10	42661079	42860796	6	DNAAF2,MIR6517,POLE2,KLHDC1,KLHDC2,NEMF
CNVR_440	10	46609304	46637787	NA	NA
CNVR_441	10	53652144	53735797	NA	NA
CNVR_442	10	55628092	55693450	1	UNC13C
CNVR_443	10	55907151	55929569	1	UNC13C
CNVR_444	10	56438401	56474712	NA	NA
CNVR_445	10	70013138	70033332	NA	NA
CNVR_446	10	74528909	74555038	NA	NA
CNVR_447	10	85258477	85290340	3	PTGR2,MIR7859,ZNF410
CNVR_448	10	91944026	92089797	NA	NA
CNVR_449	10	94536813	96569247	1	MIR2293
CNVR_450	10	98151248	98561555	NA	NA
CNVR_451	10	100656201	100706066	NA	NA
CNVR_452	10	101862010	101896434	2	PSMC1,NRDE2
CNVR_453	10	103030307	103146542	1	B2M
CNVR_454	11	2277342	2403508	5	DUSP2,STARD7,TMEM127,CIAO1,SNRNP200
CNVR_455	11	4195587	4256064	NA	NA
CNVR_456	11	4969068	5042355	NA	NA
CNVR_457	11	10942888	11054313	NA	NA
CNVR_458	11	14734237	15096210	5	SPAST,SLC30A6,NLRC4,BIRC6,MIR11972
CNVR_459	11	16494277	16538904	NA	NA
CNVR_460	11	16928153	17005906	NA	NA
CNVR_461	11	17249565	18200634	NA	NA
CNVR_462	11	20285444	20327920	NA	NA
CNVR_463	11	24474675	24506755	1	PKDCC
CNVR_464	11	26600136	26633514	1	PPM1B
CNVR_465	11	30638168	30723344	NA	NA
CNVR_466	11	32116162	32193449	NA	NA
CNVR_467	11	33315726	35001337	NA	NA
CNVR_468	11	40026791	40064479	NA	NA
CNVR_469	11	41017384	41067983	NA	NA
CNVR_470	11	48183021	48437732	4	RMND5A,RNF103,CHMP3,KDM3A
CNVR_471	11	51936197	54294891	NA	NA
CNVR_472	11	56567317	59078754	2	REG3G,REG3A
CNVR_473	11	62354153	62437950	1	VPS54
CNVR_474	11	73302300	73478626	2	RAB10,KIF3C
CNVR_475	11	84158376	84590126	NA	NA
CNVR_476	11	86989572	87117767	1	NOL10
CNVR_477	11	95243657	95285863	NA	NA
CNVR_478	11	98581543	98732077	5	ST6GALNAC4,PIP5KL1,DPM2,FAM102A,NAIF1
CNVR_479	11	99160662	99643308	18	WDR34,SET,PKN3,ZER1,TBC1D13,ENDOG,KYAT1,LRRC8A,PHYHD1,DOLK,NUP188,SH3GLB2,MIGA2,DOLPP1,CRAT,PTPA,MIR12056,IER5L
CNVR_480	11	101427888	101475871	1	FAM78A
CNVR_481	11	102703502	102752125	2	DDX31,GTF3C4
CNVR_482	11	103152822	103304846	2	PAEP,GLT6D1
CNVR_483	11	103562010	104313142	13	LHX3,CARD9,ENTR1,PMPCA,INPP5E,EGFL7,MIR126,AGPAT2,ABO,SURF6,MED22,RPL7A,SURF4
CNVR_484	11	105018259	105215563	1	RXRA
CNVR_485	11	105606521	105681876	NA	NA
CNVR_486	11	105779716	106470561	25	C11H9orf116,MRPS2,TMEM141,CCDC183,RABL6,PHPT1,MAMDC4,EDF1,FBXW5,C8G,PTGDS,CLIC3,PAXX,FUT7,NPDC1,ENTPD2,DPP7,MIR12014,SSNA1,TPRN,NDOR1,CYSRT1,TUBB4B,NOXA1,ENTPD8
CNVR_487	12	470946	1048567	1	PCDH20
CNVR_488	12	1248895	1294811	NA	NA
CNVR_489	12	4163552	4630861	NA	NA
CNVR_490	12	5755815	6169595	NA	NA
CNVR_491	12	6397732	7132249	NA	NA
CNVR_492	12	7284906	8559192	NA	NA
CNVR_493	12	8944702	9035851	NA	NA
CNVR_494	12	10005671	10117392	NA	NA
CNVR_495	12	16141245	16171675	1	CPB2
CNVR_496	12	18018856	18038076	1	ITM2B
CNVR_497	12	18394407	18543051	1	CYSLTR2
CNVR_498	12	18874232	18999163	1	CDADC1
CNVR_499	12	31868243	31966327	NA	NA
CNVR_500	12	37100216	39080494	NA	NA
CNVR_501	12	40470693	43792716	NA	NA
CNVR_502	12	44352494	45735853	1	KLHL1
CNVR_503	12	46994803	47037820	NA	NA
CNVR_504	12	47592530	47610161	NA	NA
CNVR_505	12	48651266	48790568	1	KLF12
CNVR_506	12	49013694	49055838	NA	NA
CNVR_507	12	50082367	50104867	NA	NA
