name2_1	Frequency_1	ID_1	Chr_1	CNVR_Start_1	CNVR_End_1	Frequency_2	ID_2	Chr_2	CNVR_Start_2	CNVR_End_2	Frequency_3	ID_3	Chr_3	CNVR_Start_3	CNVR_End_3	Common_Gene
30641.5	0	0	0	0	0	1	CNVR_676	17	70683155	70984463	0	0	0	0	0	Common_Low
31134.5	0	0	0	0	0	1	CNVR_130	3	54211974	54781990	0	0	0	0	0	Common_Low
31357.4	0	0	0	0	0	4	CNVR_483	11	103562010	104313142	0	0	0	0	0	Common_Low
31527.5	0	0	0	0	0	3	CNVR_622	16	5680582	6196805	0	0	0	0	0	Common_Low
31774.4	0	0	0	0	0	1	CNVR_679	17	72089995	72242321	0	0	0	0	0	Common_Low
32422.3	0	0	0	0	0	3	CNVR_568	14	40368787	41298034	0	0	0	0	0	Common_Low
32610.3	0	0	0	0	0	1	CNVR_482	11	103152822	103304846	0	0	0	0	0	Common_Low
32833.3	0	0	0	0	0	1	CNVR_654	17	20249562	21547898	0	0	0	0	0	Common_Low
32988.5	0	0	0	0	0	1	CNVR_676	17	70683155	70984463	0	0	0	0	0	Common_Low
33527.4	0	0	0	0	0	3	CNVR_130	3	54211974	54781990	0	0	0	0	0	Common_Low
34027.5	0	0	0	0	0	2	CNVR_639	16	50834467	51464253	0	0	0	0	0	Common_Low
34282.5	0	0	0	0	0	6	CNVR_847	23	25560755	25730370	0	0	0	0	0	Common_Low
34283.5	0	0	0	0	0	6	CNVR_847	23	25560755	25730370	0	0	0	0	0	Common_Low
34708.4	0	0	0	0	0	1	CNVR_755	19	54968541	55578623	0	0	0	0	0	Common_Low
35330.2	0	0	0	0	0	1	CNVR_733	19	18012136	18118339	0	0	0	0	0	Common_Low
35434.5	0	0	0	0	0	3	CNVR_730	19	14229394	14309136	0	0	0	0	0	Common_Low
35479.4	0	0	0	0	0	3	CNVR_517	12	72838319	72907153	0	0	0	0	0	Common_Low
35482.5	0	0	0	0	0	3	CNVR_517	12	72838319	72907153	0	0	0	0	0	Common_Low
35484.5	0	0	0	0	0	33	CNVR_513	12	69804346	70777223	0	0	0	0	0	High_and_Low
35669.4	0	0	0	0	0	2	CNVR_852	23	29055109	29075438	0	0	0	0	0	Common_Low
36586.4	0	0	0	0	0	5	CNVR_51	1	100412522	105472672	0	0	0	0	0	Common_Low
36965.5	0	0	0	0	0	39	CNVR_513	12	69804346	70777223	0	0	0	0	0	High_and_Low
36984.5	0	0	0	0	0	1	CNVR_713	18	62793825	62826351	0	0	0	0	0	Common_Low
37058.5	0	0	0	0	0	1	CNVR_432	10	24904079	25349755	0	0	0	0	0	Common_Low
37969.3	0	0	0	0	0	3	CNVR_758	19	56293270	56677337	0	0	0	0	0	Common_Low
38258.4	0	0	0	0	0	2	CNVR_226	5	52159913	54311674	0	0	0	0	0	Common_Low
38957.5	0	0	0	0	0	3	CNVR_432	10	24904079	25349755	0	0	0	0	0	Common_Low
38997.5	0	0	0	0	0	17	CNVR_61	1	157665979	157775990	0	0	0	0	0	High_and_Low
39021.5	0	0	0	0	0	5	CNVR_51	1	100412522	105472672	0	0	0	0	0	Common_Low
39467.5	0	0	0	0	0	1	CNVR_295	6	102542717	102646839	0	0	0	0	0	Common_Low
39859.5	0	0	0	0	0	1	CNVR_602	15	51514220	51644699	0	0	0	0	0	Common_Low
40346.5	0	0	0	0	0	4	CNVR_487	12	470946	1048567	0	0	0	0	0	Common_Low
42148.2	0	0	0	0	0	4	CNVR_681	17	72483071	73106809	0	0	0	0	0	Common_Low
42169.2	0	0	0	0	0	1	CNVR_544	13	54544791	54766702	0	0	0	0	0	Common_Low
42244.3	0	0	0	0	0	1	CNVR_559	14	2966732	3015800	0	0	0	0	0	Common_Low
42333.3	0	0	0	0	0	1	CNVR_374	8	81613969	81655976	0	0	0	0	0	Common_Low
42441.2	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	0	0	0	0	0	Common_Low
42757.2	0	0	0	0	0	2	CNVR_483	11	103562010	104313142	0	0	0	0	0	Common_Low
42776.3	0	0	0	0	0	7	CNVR_486	11	105779716	106470561	0	0	0	0	0	Common_Low
43074.4	0	0	0	0	0	2	CNVR_147	3	100277178	100601230	0	0	0	0	0	Common_Low
43791.3	0	0	0	0	0	1	CNVR_838	22	59243645	59473474	0	0	0	0	0	Common_Low
43907.3	0	0	0	0	0	1	CNVR_680	17	72387569	72433357	0	0	0	0	0	Common_Low
44586.3	0	0	0	0	0	5	CNVR_194	4	83038296	84636118	0	0	0	0	0	Common_Low
44743.4	0	0	0	0	0	2	CNVR_805	21	37466037	39181843	0	0	0	0	0	Common_Low
45031.4	0	0	0	0	0	3	CNVR_856	23	31580954	31945721	0	0	0	0	0	Common_Low
45040.3	0	0	0	0	0	8	CNVR_543	13	53822879	54521999	0	0	0	0	0	Common_Low
45699.4	0	0	0	0	0	1	CNVR_45	1	83707085	83810343	0	0	0	0	0	Common_Low
46284.4	0	0	0	0	0	5	CNVR_521	13	10349341	10395756	0	0	0	0	0	Common_Low
46406.3	0	0	0	0	0	3	CNVR_785	20	52471085	53881002	0	0	0	0	0	Common_Low
46532.4	0	0	0	0	0	2	CNVR_262	6	115156	689353	0	0	0	0	0	Common_Low
46971.4	0	0	0	0	0	7	CNVR_403	9	54387934	56366734	0	0	0	0	0	Common_Low
48100.4	0	0	0	0	0	2	CNVR_730	19	14229394	14309136	0	0	0	0	0	Common_Low
48193.4	0	0	0	0	0	4	CNVR_655	17	21809621	24980431	0	0	0	0	0	Common_Low
49105.4	0	0	0	0	0	1	CNVR_676	17	70683155	70984463	0	0	0	0	0	Common_Low
49507.4	0	0	0	0	0	1	CNVR_615	15	78804694	79611716	0	0	0	0	0	Common_Low
49643.3	0	0	0	0	0	3	CNVR_556	14	330256	1142313	0	0	0	0	0	Common_Low
49975.4	0	0	0	0	0	6	CNVR_883	25	854830	1789361	0	0	0	0	0	Common_Low
50022.4	0	0	0	0	0	3	CNVR_432	10	24904079	25349755	0	0	0	0	0	Common_Low
50045.4	0	0	0	0	0	38	CNVR_513	12	69804346	70777223	0	0	0	0	0	High_and_Low
50159.4	0	0	0	0	0	3	CNVR_432	10	24904079	25349755	0	0	0	0	0	Common_Low
50271.4	0	0	0	0	0	3	CNVR_432	10	24904079	25349755	0	0	0	0	0	Common_Low
50592.4	0	0	0	0	0	1	CNVR_479	11	99160662	99643308	0	0	0	0	0	Common_Low
50597.4	0	0	0	0	0	10	CNVR_346	7	68637147	68783389	0	0	0	0	0	Common_Low
50604.4	0	0	0	0	0	5	CNVR_941	28	20997159	22372439	0	0	0	0	0	Common_Low
51879.2	0	0	0	0	0	2	CNVR_970	29	43880703	43994574	0	0	0	0	0	Common_Low
52289.3	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	0	0	0	0	0	Common_Low
52344.3	0	0	0	0	0	1	CNVR_599	15	48371261	48467282	0	0	0	0	0	Common_Low
52413.3	0	0	0	0	0	1	CNVR_834	22	48907762	49184065	0	0	0	0	0	Common_Low
52636.3	0	0	0	0	0	1	CNVR_4	1	5519231	5569070	0	0	0	0	0	Common_Low
52685.3	0	0	0	0	0	1	CNVR_433	10	27289923	27320537	0	0	0	0	0	Common_Low
52686.2	0	0	0	0	0	3	CNVR_147	3	100277178	100601230	0	0	0	0	0	Common_Low
52889.3	0	0	0	0	0	4	CNVR_681	17	72483071	73106809	0	0	0	0	0	Common_Low
53027.3	0	0	0	0	0	2	CNVR_854	23	30735048	30830954	0	0	0	0	0	Common_Low
53435.3	0	0	0	0	0	2	CNVR_898	25	40644879	41380662	0	0	0	0	0	Common_Low
53644.2	0	0	0	0	0	1	CNVR_306	7	310937	435584	0	0	0	0	0	Common_Low
53797.3	0	0	0	0	0	24	CNVR_312	7	8782634	10494698	0	0	0	0	0	High_and_Low
53940.3	0	0	0	0	0	2	CNVR_974	29	46274295	46444119	0	0	0	0	0	Common_Low
54070.2	0	0	0	0	0	1	CNVR_834	22	48907762	49184065	0	0	0	0	0	Common_Low
54081.3	0	0	0	0	0	2	CNVR_431	10	22796412	23703141	0	0	0	0	0	Common_Low
54096.2	0	0	0	0	0	3	CNVR_380	8	101701833	101756218	0	0	0	0	0	Common_Low
54195.2	0	0	0	0	0	3	CNVR_883	25	854830	1789361	0	0	0	0	0	Common_Low
54358.3	0	0	0	0	0	1	CNVR_130	3	54211974	54781990	0	0	0	0	0	Common_Low
54428.3	0	0	0	0	0	2	CNVR_11	1	11541372	11604750	0	0	0	0	0	Common_Low
54607.3	0	0	0	0	0	1	CNVR_713	18	62793825	62826351	0	0	0	0	0	Common_Low
54741.2	0	0	0	0	0	1	CNVR_804	21	34773019	34852830	0	0	0	0	0	Common_Low
54963.3	0	0	0	0	0	1	CNVR_975	29	48495358	48602322	0	0	0	0	0	Common_Low
55100.3	0	0	0	0	0	4	CNVR_597	15	47280462	47377734	0	0	0	0	0	Common_Low
55302.3	0	0	0	0	0	11	CNVR_622	16	5680582	6196805	0	0	0	0	0	Common_Low
55447.3	0	0	0	0	0	6	CNVR_716	18	65603314	65814370	0	0	0	0	0	Common_Low
55586.3	0	0	0	0	0	3	CNVR_130	3	54211974	54781990	0	0	0	0	0	Common_Low
55587.3	0	0	0	0	0	1	CNVR_291	6	84734130	85446151	0	0	0	0	0	Common_Low
55625.3	0	0	0	0	0	2	CNVR_596	15	46190128	46354274	0	0	0	0	0	Common_Low
55707.3	0	0	0	0	0	1	CNVR_244	5	102630827	103046878	0	0	0	0	0	Common_Low
55903.3	0	0	0	0	0	21	CNVR_932	28	39225	466053	0	0	0	0	0	High_and_Low
56128.3	0	0	0	0	0	10	CNVR_568	14	40368787	41298034	0	0	0	0	0	Common_Low
56431.3	0	0	0	0	0	5	CNVR_99	2	80924332	83267596	0	0	0	0	0	Common_Low
56792.2	0	0	0	0	0	4	CNVR_556	14	330256	1142313	0	0	0	0	0	Common_Low
57004.3	0	0	0	0	0	4	CNVR_483	11	103562010	104313142	0	0	0	0	0	Common_Low
57064.2	0	0	0	0	0	1	CNVR_776	20	30279003	30407286	0	0	0	0	0	Common_Low
57315.3	0	0	0	0	0	2	CNVR_882	25	481855	630136	0	0	0	0	0	Common_Low
57366.3	0	0	0	0	0	3	CNVR_206	4	112837075	112994064	0	0	0	0	0	Common_Low
57464.3	0	0	0	0	0	1	CNVR_434	10	36538466	36803995	0	0	0	0	0	Common_Low
59109.2	0	0	0	0	0	9	CNVR_833	22	47893939	48290928	0	0	0	0	0	Common_Low
59138.2	0	0	0	0	0	1	CNVR_653	17	11566347	11716513	0	0	0	0	0	Common_Low
59146.2	0	0	0	0	0	4	CNVR_681	17	72483071	73106809	0	0	0	0	0	Common_Low
59188.3	0	0	0	0	0	1	CNVR_68	2	9813911	13056656	0	0	0	0	0	Common_Low
59258.2	0	0	0	0	0	2	CNVR_937	28	11324654	12105695	0	0	0	0	0	Common_Low
59273.2	0	0	0	0	0	3	CNVR_946	28	24865497	25063131	0	0	0	0	0	Common_Low
59289.2	0	0	0	0	0	1	CNVR_778	20	33614197	33711013	0	0	0	0	0	Common_Low
59386.2	0	0	0	0	0	4	CNVR_883	25	854830	1789361	0	0	0	0	0	Common_Low
59451.2	0	0	0	0	0	1	CNVR_781	20	43046657	49574742	0	0	0	0	0	Common_Low
59453.2	0	0	0	0	0	1	CNVR_755	19	54968541	55578623	0	0	0	0	0	Common_Low
59474.2	0	0	0	0	0	2	CNVR_483	11	103562010	104313142	0	0	0	0	0	Common_Low
59602.3	0	0	0	0	0	2	CNVR_40	1	70145874	70404106	0	0	0	0	0	Common_Low
59630.2	0	0	0	0	0	1	CNVR_250	5	112271082	112941150	0	0	0	0	0	Common_Low
59680.2	0	0	0	0	0	4	CNVR_883	25	854830	1789361	0	0	0	0	0	Common_Low
59698.2	0	0	0	0	0	1	CNVR_755	19	54968541	55578623	0	0	0	0	0	Common_Low
59743.2	0	0	0	0	0	3	CNVR_883	25	854830	1789361	0	0	0	0	0	Common_Low
59765.2	0	0	0	0	0	2	CNVR_97	2	67837589	68447622	0	0	0	0	0	Common_Low
59778.2	0	0	0	0	0	3	CNVR_690	18	14389737	14677822	0	0	0	0	0	Common_Low
59841.2	0	0	0	0	0	1	CNVR_502	12	44352494	45735853	0	0	0	0	0	Common_Low
59922.3	0	0	0	0	0	2	CNVR_483	11	103562010	104313142	0	0	0	0	0	Common_Low
59976.2	0	0	0	0	0	1	CNVR_849	23	27494111	27734916	0	0	0	0	0	Common_Low
59981.2	0	0	0	0	0	2	CNVR_849	23	27494111	27734916	0	0	0	0	0	Common_Low
5S_rRNA	0	0	0	0	0	11	CNVR_424	10	9143166	9354675	0	0	0	0	0	Common_Low
60013.2	0	0	0	0	0	1	CNVR_785	20	52471085	53881002	0	0	0	0	0	Common_Low
60060.2	0	0	0	0	0	3	CNVR_396	9	45904339	47944789	0	0	0	0	0	Common_Low
60118.2	0	0	0	0	0	8	CNVR_49	1	90828316	93051564	0	0	0	0	0	Common_Low
60132.2	0	0	0	0	0	10	CNVR_833	22	47893939	48290928	0	0	0	0	0	Common_Low
60143.2	0	0	0	0	0	2	CNVR_849	23	27494111	27734916	0	0	0	0	0	Common_Low
60159.2	0	0	0	0	0	1	CNVR_978	29	50494950	50640393	0	0	0	0	0	Common_Low
60279.2	0	0	0	0	0	1	CNVR_187	4	68465623	68705234	0	0	0	0	0	Common_Low
60283.2	0	0	0	0	0	1	CNVR_833	22	47893939	48290928	0	0	0	0	0	Common_Low
60406.2	0	0	0	0	0	1	CNVR_755	19	54968541	55578623	0	0	0	0	0	Common_Low
60859.2	0	0	0	0	0	2	CNVR_439	10	42661079	42860796	0	0	0	0	0	Common_Low
60906.2	0	0	0	0	0	10	CNVR_833	22	47893939	48290928	0	0	0	0	0	Common_Low
60970.3	0	0	0	0	0	1	CNVR_123	3	37209678	40032182	0	0	0	0	0	Common_Low
61839.2	0	0	0	0	0	5	CNVR_556	14	330256	1142313	0	0	0	0	0	Common_Low
61920.2	0	0	0	0	0	1	CNVR_347	7	76362651	78318236	0	0	0	0	0	Common_Low
61969.2	0	0	0	0	0	6	CNVR_716	18	65603314	65814370	0	0	0	0	0	Common_Low
61970.2	0	0	0	0	0	1	CNVR_534	13	33798170	33834273	0	0	0	0	0	Common_Low
62037.2	0	0	0	0	0	1	CNVR_434	10	36538466	36803995	0	0	0	0	0	Common_Low
62243.2	0	0	0	0	0	1	CNVR_153	4	190991	4139295	0	0	0	0	0	Common_Low
62288.2	0	0	0	0	0	2	CNVR_671	17	52872065	53069851	0	0	0	0	0	Common_Low
62289.2	0	0	0	0	0	3	CNVR_739	19	26936476	27421507	0	0	0	0	0	Common_Low
62346.2	0	0	0	0	0	1	CNVR_49	1	90828316	93051564	0	0	0	0	0	Common_Low
62392.2	0	0	0	0	0	2	CNVR_901	25	41670837	41856420	0	0	0	0	0	Common_Low
62405.2	0	0	0	0	0	9	CNVR_833	22	47893939	48290928	0	0	0	0	0	Common_Low
62408.2	0	0	0	0	0	1	CNVR_102	2	99371113	100152972	0	0	0	0	0	Common_Low
62423.2	0	0	0	0	0	4	CNVR_543	13	53822879	54521999	0	0	0	0	0	Common_Low
62484.3	0	0	0	0	0	1	CNVR_963	29	19784462	20540379	0	0	0	0	0	Common_Low
62726.2	0	0	0	0	0	3	CNVR_739	19	26936476	27421507	0	0	0	0	0	Common_Low
62760.2	0	0	0	0	0	4	CNVR_883	25	854830	1789361	0	0	0	0	0	Common_Low
62761.2	0	0	0	0	0	3	CNVR_618	15	84028735	84813274	0	0	0	0	0	Common_Low
62980.2	0	0	0	0	0	8	CNVR_99	2	80924332	83267596	0	0	0	0	0	Common_Low
63152.2	0	0	0	0	0	1	CNVR_344	7	51895416	52030052	0	0	0	0	0	Common_Low
63327.2	0	0	0	0	0	1	CNVR_676	17	70683155	70984463	0	0	0	0	0	Common_Low
63336.2	0	0	0	0	0	2	CNVR_486	11	105779716	106470561	0	0	0	0	0	Common_Low
63348.2	0	0	0	0	0	3	CNVR_883	25	854830	1789361	0	0	0	0	0	Common_Low
63362.2	0	0	0	0	0	1	CNVR_635	16	30213147	30505468	0	0	0	0	0	Common_Low
63371.2	0	0	0	0	0	7	CNVR_312	7	8782634	10494698	0	0	0	0	0	Common_Low
63571.2	0	0	0	0	0	10	CNVR_917	26	50637350	51091399	0	0	0	0	0	Common_Low
63655.2	0	0	0	0	0	1	CNVR_974	29	46274295	46444119	0	0	0	0	0	Common_Low
63656.2	0	0	0	0	0	1	CNVR_969	29	38641995	38693679	0	0	0	0	0	Common_Low
63737.2	0	0	0	0	0	1	CNVR_816	21	67856653	67938967	0	0	0	0	0	Common_Low
63881.2	0	0	0	0	0	2	CNVR_431	10	22796412	23703141	0	0	0	0	0	Common_Low
63891.2	0	0	0	0	0	1	CNVR_231	5	58925936	59139148	0	0	0	0	0	Common_Low
63977.2	0	0	0	0	0	1	CNVR_218	5	16426181	16842239	0	0	0	0	0	Common_Low
64125.2	0	0	0	0	0	1	CNVR_747	19	46083610	46232626	0	0	0	0	0	Common_Low
64126.2	0	0	0	0	0	1	CNVR_711	18	61872489	62133194	0	0	0	0	0	Common_Low
64211.2	0	0	0	0	0	1	CNVR_250	5	112271082	112941150	0	0	0	0	0	Common_Low
64236.2	0	0	0	0	0	8	CNVR_349	7	84759907	86193204	0	0	0	0	0	Common_Low
64523.2	0	0	0	0	0	2	CNVR_431	10	22796412	23703141	0	0	0	0	0	Common_Low
64525.2	0	0	0	0	0	5	CNVR_739	19	26936476	27421507	0	0	0	0	0	Common_Low
64533.2	0	0	0	0	0	5	CNVR_321	7	19718988	20025300	0	0	0	0	0	Common_Low
64546.2	0	0	0	0	0	5	CNVR_431	10	22796412	23703141	0	0	0	0	0	Common_Low
64582.2	0	0	0	0	0	12	CNVR_312	7	8782634	10494698	0	0	0	0	0	Common_Low
64599.2	0	0	0	0	0	1	CNVR_180	4	56847089	57094891	0	0	0	0	0	Common_Low
64794.2	0	0	0	0	0	1	CNVR_721	19	7769154	7822584	0	0	0	0	0	Common_Low
64914.2	0	0	0	0	0	2	CNVR_127	3	51981186	52060111	0	0	0	0	0	Common_Low
64931.2	0	0	0	0	0	1	CNVR_724	19	9613564	9753707	0	0	0	0	0	Common_Low
64964.2	0	0	0	0	0	1	CNVR_679	17	72089995	72242321	0	0	0	0	0	Common_Low
64967.2	0	0	0	0	0	3	CNVR_606	15	56836949	56947464	0	0	0	0	0	Common_Low
64983.2	0	0	0	0	0	2	CNVR_19	1	23172053	25019922	0	0	0	0	0	Common_Low
65060.2	0	0	0	0	0	1	CNVR_892	25	33194075	33221773	0	0	0	0	0	Common_Low
65097.2	0	0	0	0	0	1	CNVR_815	21	65095142	65245233	0	0	0	0	0	Common_Low
65147.2	0	0	0	0	0	1	CNVR_676	17	70683155	70984463	0	0	0	0	0	Common_Low
65300.2	0	0	0	0	0	2	CNVR_158	4	9623951	9706609	0	0	0	0	0	Common_Low
65378.2	0	0	0	0	0	2	CNVR_431	10	22796412	23703141	0	0	0	0	0	Common_Low
65440.2	0	0	0	0	0	1	CNVR_629	16	16970730	18067924	0	0	0	0	0	Common_Low
65519.2	0	0	0	0	0	1	CNVR_25	1	33034361	33342088	0	0	0	0	0	Common_Low
65659.2	0	0	0	0	0	6	CNVR_895	25	35847022	36188699	0	0	0	0	0	Common_Low
65768.2	0	0	0	0	0	1	CNVR_676	17	70683155	70984463	0	0	0	0	0	Common_Low
65780.2	0	0	0	0	0	2	CNVR_676	17	70683155	70984463	0	0	0	0	0	Common_Low
65812.2	0	0	0	0	0	10	CNVR_431	10	22796412	23703141	0	0	0	0	0	Common_Low
