name2_1	Frequency_1	ID_1	Chr_1	CNVR_Start_1	CNVR_End_1	Frequency_2	ID_2	Chr_2	CNVR_Start_2	CNVR_End_2	Frequency_3	ID_3	Chr_3	CNVR_Start_3	CNVR_End_3	Frequency_4	ID_4	Chr_4	CNVR_Start_4	CNVR_End_4	Common_check
ABI1	0	0	0	0	0	3	CNVR_525	13	17800892	17909299	3	CNVR_525	13	17800892	17909299	0	0	0	0	0	Common_low
ABL2	1	CNVR_163	16	61932640	62244131	12	CNVR_643	16	60554810	60784885	12	CNVR_643	16	60554810	60784885	1	CNVR_163	16	61932640	62244131	Common_low
ABLIM2	0	0	0	0	0	1	CNVR_296	6	114371692	114406200	0	0	0	0	0	0	0	0	0	0	Common_low
ABO	1	CNVR_124	11	103363410	106804258	1	CNVR_483	11	103562010	104313142	1	CNVR_483	11	103562010	104313142	1	CNVR_124	11	103363410	106804258	Common_low
ABTB1	0	0	0	0	0	2	CNVR_839	22	59789766	59858286	2	CNVR_839	22	59789766	59858286	0	0	0	0	0	Common_low
ACACA	0	0	0	0	0	2	CNVR_728	19	13518465	13564941	2	CNVR_728	19	13518465	13564941	0	0	0	0	0	Common_low
ACADL	0	0	0	0	0	1	CNVR_101	2	98018683	98062823	1	CNVR_101	2	98018683	98062823	0	0	0	0	0	Common_low
ACADVL	0	0	0	0	0	2	CNVR_739	19	26936476	27421507	2	CNVR_739	19	26936476	27421507	0	0	0	0	0	Common_low
ACAP1	1	CNVR_180	19	27576066	28031919	0	0	0	0	0	5	CNVR_739	19	26936476	27421507	1	CNVR_180	19	27576066	28031919	Common_low
ACAP3	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	1	CNVR_639	16	50834467	51464253	0	0	0	0	0	Common_low
ACBD5	0	0	0	0	0	2	CNVR_525	13	17800892	17909299	2	CNVR_525	13	17800892	17909299	0	0	0	0	0	Common_low
ACIN1	0	0	0	0	0	4	CNVR_429	10	21794678	21979394	0	0	0	0	0	0	0	0	0	0	Common_low
ACO2	0	0	0	0	0	1	CNVR_250	5	112271082	112941150	1	CNVR_250	5	112271082	112941150	0	0	0	0	0	Common_low
ACOX3	0	0	0	0	0	2	CNVR_297	6	114582670	114667980	2	CNVR_297	6	114582670	114667980	0	0	0	0	0	Common_low
ACSL6	1	CNVR_78	7	23868219	24693994	1	CNVR_327	7	22536026	22554424	1	CNVR_327	7	22536026	22554424	1	CNVR_78	7	23868219	24693994	Common_low
ACTB	0	0	0	0	0	1	CNVR_896	25	38728867	38925016	1	CNVR_896	25	38728867	38925016	0	0	0	0	0	Common_low
ACTL6B	0	0	0	0	0	5	CNVR_895	25	35847022	36188699	5	CNVR_895	25	35847022	36188699	0	0	0	0	0	Common_low
ACTR6	0	0	0	0	0	1	CNVR_234	5	64116108	64230589	1	CNVR_234	5	64116108	64230589	0	0	0	0	0	Common_low
ACY1	0	0	0	0	0	1	CNVR_834	22	48907762	49184065	1	CNVR_834	22	48907762	49184065	0	0	0	0	0	Common_low
ADAM11	0	0	0	0	0	1	CNVR_745	19	44433254	44494104	0	0	0	0	0	0	0	0	0	0	Common_low
ADAM22	1	CNVR_40	4	72358306	72561411	1	CNVR_188	4	71900384	72082867	1	CNVR_188	4	71900384	72082867	1	CNVR_40	4	72358306	72561411	Common_low
ADAM32	0	0	0	0	0	1	CNVR_928	27	34335782	34422117	1	CNVR_928	27	34335782	34422117	0	0	0	0	0	Common_low
ADAMTS14	0	0	0	0	0	1	CNVR_947	28	26913043	26976598	1	CNVR_947	28	26913043	26976598	0	0	0	0	0	Common_low
ADAMTS7	0	0	0	0	0	1	CNVR_801	21	30353565	30380420	0	0	0	0	0	0	0	0	0	0	Common_low
ADAMTSL2	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	0	0	0	0	0	1	CNVR_124	11	103363410	106804258	Common_low
ADAMTSL5	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	0	0	0	0	0	0	0	0	0	0	Common_low
ADAP1	0	0	0	0	0	2	CNVR_901	25	41670837	41856420	2	CNVR_901	25	41670837	41856420	0	0	0	0	0	Common_low
ADAP2	0	0	0	0	0	1	CNVR_733	19	18012136	18118339	1	CNVR_733	19	18012136	18118339	0	0	0	0	0	Common_low
ADCK5	0	0	0	0	0	8	CNVR_556	14	330256	1142313	8	CNVR_556	14	330256	1142313	0	0	0	0	0	Common_low
ADD1	0	0	0	0	0	3	CNVR_300	6	115881461	115959367	3	CNVR_300	6	115881461	115959367	0	0	0	0	0	Common_low
ADD3	0	0	0	0	0	1	CNVR_911	26	30679250	30703028	1	CNVR_911	26	30679250	30703028	0	0	0	0	0	Common_low
ADGRA1	0	0	0	0	0	8	CNVR_917	26	50637350	51091399	8	CNVR_917	26	50637350	51091399	0	0	0	0	0	Common_low
ADGRE5	0	0	0	0	0	1	CNVR_313	7	11234442	11485170	1	CNVR_313	7	11234442	11485170	0	0	0	0	0	Common_low
ADGRG7	0	0	0	0	0	1	CNVR_33	1	45090218	45146168	1	CNVR_33	1	45090218	45146168	0	0	0	0	0	Common_low
ADGRL2	0	0	0	0	0	1	CNVR_135	3	62278399	62720838	2	CNVR_135	3	62278399	62720838	0	0	0	0	0	Common_low
ADGRL3	0	0	0	0	0	7	CNVR_288	6	77586306	82543678	7	CNVR_288	6	77586306	82543678	0	0	0	0	0	Common_low
ADGRL4	0	0	0	0	0	3	CNVR_136	3	63108408	65747448	3	CNVR_136	3	63108408	65747448	0	0	0	0	0	Common_low
ADK	0	0	0	0	0	1	CNVR_949	28	30188756	30226392	1	CNVR_949	28	30188756	30226392	0	0	0	0	0	Common_low
ADO	0	0	0	0	0	1	CNVR_938	28	18916753	19430612	0	0	0	0	0	0	0	0	0	0	Common_low
ADRA2C	0	0	0	0	0	3	CNVR_298	6	114903821	115458260	0	0	0	0	0	0	0	0	0	0	Common_low
ADSS	0	0	0	0	0	0	0	0	0	0	1	CNVR_636	16	32754885	32852344	0	0	0	0	0	Common_low
ADSS1	0	0	0	0	0	7	CNVR_821	21	69122111	69808854	0	0	0	0	0	0	0	0	0	0	Common_low
ADSS2	0	0	0	0	0	1	CNVR_636	16	32754885	32852344	0	0	0	0	0	0	0	0	0	0	Common_low
ADSSL1	0	0	0	0	0	0	0	0	0	0	7	CNVR_821	21	69122111	69808854	0	0	0	0	0	Common_low
AEBP2	1	CNVR_53	5	89545151	93920010	0	0	0	0	0	0	0	0	0	0	1	CNVR_53	5	89545151	93920010	Common_low
AFF3	0	0	0	0	0	1	CNVR_456	11	4969068	5042355	0	0	0	0	0	0	0	0	0	0	Common_low
AFMID	0	0	0	0	0	2	CNVR_753	19	53607609	54071105	2	CNVR_753	19	53607609	54071105	0	0	0	0	0	Common_low
AGFG2	0	0	0	0	0	6	CNVR_895	25	35847022	36188699	6	CNVR_895	25	35847022	36188699	0	0	0	0	0	Common_low
AGMO	0	0	0	0	0	1	CNVR_168	4	23463134	23601651	1	CNVR_168	4	23463134	23601651	0	0	0	0	0	Common_low
AGO1	0	0	0	0	0	1	CNVR_149	3	109750764	110033765	1	CNVR_149	3	109750764	110033765	0	0	0	0	0	Common_low
AGO3	0	0	0	0	0	1	CNVR_149	3	109750764	110033765	1	CNVR_149	3	109750764	110033765	0	0	0	0	0	Common_low
AGO4	0	0	0	0	0	2	CNVR_149	3	109750764	110033765	0	0	0	0	0	0	0	0	0	0	Common_low
AGPAT2	1	CNVR_124	11	103363410	106804258	3	CNVR_483	11	103562010	104313142	3	CNVR_483	11	103562010	104313142	1	CNVR_124	11	103363410	106804258	Common_low
AGPS	0	0	0	0	0	1	CNVR_71	2	19365290	19425494	1	CNVR_71	2	19365290	19425494	0	0	0	0	0	Common_low
AGRN	0	0	0	0	0	2	CNVR_639	16	50834467	51464253	0	0	0	0	0	0	0	0	0	0	Common_low
AHCTF1	0	0	0	0	0	1	CNVR_635	16	30213147	30505468	1	CNVR_635	16	30213147	30505468	0	0	0	0	0	Common_low
AIF1	1	CNVR_208	23	27286587	27903991	1	CNVR_849	23	27494111	27734916	1	CNVR_849	23	27494111	27734916	1	CNVR_208	23	27286587	27903991	Common_low
AIP	0	0	0	0	0	2	CNVR_972	29	45085715	45486731	2	CNVR_972	29	45085715	45486731	0	0	0	0	0	Common_low
AJM1	0	0	0	0	0	6	CNVR_486	11	105779716	106470561	0	0	0	0	0	0	0	0	0	0	Common_low
AJUBA	0	0	0	0	0	2	CNVR_429	10	21794678	21979394	2	CNVR_429	10	21794678	21979394	0	0	0	0	0	Common_low
AK5	1	CNVR_28	3	67440250	67474440	0	0	0	0	0	0	0	0	0	0	1	CNVR_28	3	67440250	67474440	Common_low
AK6	1	CNVR_186	20	10253023	10424451	0	0	0	0	0	0	0	0	0	0	1	CNVR_186	20	10253023	10424451	Common_low
AKR1A1	0	0	0	0	0	3	CNVR_147	3	100277178	100601230	3	CNVR_147	3	100277178	100601230	0	0	0	0	0	Common_low
AKT1	0	0	0	0	0	7	CNVR_821	21	69122111	69808854	7	CNVR_821	21	69122111	69808854	0	0	0	0	0	Common_low
AKT3	0	0	0	0	0	3	CNVR_637	16	33331779	33556407	3	CNVR_637	16	33331779	33556407	0	0	0	0	0	Common_low
ALCAM	0	0	0	0	0	2	CNVR_36	1	49952651	50064432	2	CNVR_36	1	49952651	50064432	0	0	0	0	0	Common_low
ALDH7A1	1	CNVR_79	7	28542358	28657444	2	CNVR_330	7	27289094	27323816	2	CNVR_330	7	27289094	27323816	1	CNVR_79	7	28542358	28657444	Common_low
ALKBH5	0	0	0	0	0	1	CNVR_742	19	34401871	34652351	1	CNVR_742	19	34401871	34652351	0	0	0	0	0	Common_low
ALMS1	0	0	0	0	0	1	CNVR_457	11	10942888	11054313	0	0	0	0	0	0	0	0	0	0	Common_low
ALYREF	0	0	0	0	0	2	CNVR_750	19	50761431	51158110	2	CNVR_750	19	50761431	51158110	0	0	0	0	0	Common_low
AMT	0	0	0	0	0	1	CNVR_835	22	50610098	50710803	1	CNVR_835	22	50610098	50710803	0	0	0	0	0	Common_low
AMY2B	1	CNVR_26	3	37172756	41992103	1	CNVR_123	3	37209678	40032182	1	CNVR_123	3	37209678	40032182	1	CNVR_26	3	37172756	41992103	Common_low
AMZ1	0	0	0	0	0	3	CNVR_898	25	40644879	41380662	0	0	0	0	0	0	0	0	0	0	Common_low
ANAPC11	0	0	0	0	0	2	CNVR_750	19	50761431	51158110	2	CNVR_750	19	50761431	51158110	0	0	0	0	0	Common_low
ANAPC2	0	0	0	0	0	2	CNVR_486	11	105779716	106470561	0	0	0	0	0	0	0	0	0	0	Common_low
ANKIB1	0	0	0	0	0	2	CNVR_158	4	9623951	9706609	2	CNVR_158	4	9623951	9706609	0	0	0	0	0	Common_low
ANKRD11	0	0	0	0	0	1	CNVR_690	18	14389737	14677822	0	0	0	0	0	0	0	0	0	0	Common_low
ANKRD12	0	0	0	0	0	5	CNVR_875	24	41383914	41568029	0	0	0	0	0	0	0	0	0	0	Common_low
ANKRD13D	0	0	0	0	0	3	CNVR_972	29	45085715	45486731	3	CNVR_972	29	45085715	45486731	0	0	0	0	0	Common_low
ANKRD34A	0	0	0	0	0	1	CNVR_118	3	21383804	21424575	0	0	0	0	0	0	0	0	0	0	Common_low
ANKRD42	0	0	0	0	0	1	CNVR_958	29	12454354	12480062	0	0	0	0	0	0	0	0	0	0	Common_low
ANKRD50	1	CNVR_168	17	30640617	34057200	0	0	0	0	0	0	0	0	0	0	1	CNVR_168	17	30640617	34057200	Common_low
ANKRD55	1	CNVR_187	20	22960402	23017834	0	0	0	0	0	0	0	0	0	0	1	CNVR_187	20	22960402	23017834	Common_low
ANKRD65	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	1	CNVR_639	16	50834467	51464253	0	0	0	0	0	Common_low
ANTKMT	0	0	0	0	0	2	CNVR_882	25	481855	630136	0	0	0	0	0	0	0	0	0	0	Common_low
AOPEP	0	0	0	0	0	1	CNVR_374	8	81613969	81655976	0	0	0	0	0	0	0	0	0	0	Common_low
AP1M2	0	0	0	0	0	1	CNVR_318	7	15060628	15282437	1	CNVR_318	7	15060628	15282437	0	0	0	0	0	Common_low
AP3B1	0	0	0	0	0	1	CNVR_424	10	9143166	9354675	1	CNVR_424	10	9143166	9354675	0	0	0	0	0	Common_low
AP5B1	0	0	0	0	0	1	CNVR_970	29	43880703	43994574	0	0	0	0	0	0	0	0	0	0	Common_low
APC2	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	0	0	0	0	0	0	0	0	0	0	Common_low
APCDD1	0	0	0	0	0	1	CNVR_876	24	42101316	42170842	0	0	0	0	0	0	0	0	0	0	Common_low
APELA	0	0	0	0	0	1	CNVR_262	6	115156	689353	1	CNVR_262	6	115156	689353	0	0	0	0	0	Common_low
APOH	0	0	0	0	0	8	CNVR_761	19	62611634	62643241	8	CNVR_761	19	62611634	62643241	0	0	0	0	0	Common_low
APOM	1	CNVR_208	23	27286587	27903991	1	CNVR_849	23	27494111	27734916	1	CNVR_849	23	27494111	27734916	1	CNVR_208	23	27286587	27903991	Common_low
ARAP2	0	0	0	0	0	2	CNVR_284	6	55277164	55662301	0	0	0	0	0	0	0	0	0	0	Common_low
ARF4	1	CNVR_202	22	43894412	44172715	0	0	0	0	0	0	0	0	0	0	1	CNVR_202	22	43894412	44172715	Common_low
ARF6	0	0	0	0	0	1	CNVR_439	10	42661079	42860796	0	0	0	0	0	0	0	0	0	0	Common_low
ARFGAP1	0	0	0	0	0	5	CNVR_543	13	53822879	54521999	5	CNVR_543	13	53822879	54521999	0	0	0	0	0	Common_low
ARFRP1	0	0	0	0	0	5	CNVR_543	13	53822879	54521999	5	CNVR_543	13	53822879	54521999	0	0	0	0	0	Common_low
ARHGAP15	0	0	0	0	0	1	CNVR_89	2	53138918	53401974	1	CNVR_89	2	53138918	53401974	0	0	0	0	0	Common_low
ARHGAP39	0	0	0	0	0	2	CNVR_556	14	330256	1142313	2	CNVR_556	14	330256	1142313	0	0	0	0	0	Common_low
ARHGAP45	0	0	0	0	0	3	CNVR_341	7	43369002	44022730	3	CNVR_341	7	43369002	44022730	0	0	0	0	0	Common_low
ARHGDIA	0	0	0	0	0	2	CNVR_750	19	50761431	51158110	2	CNVR_750	19	50761431	51158110	0	0	0	0	0	Common_low
ARHGEF16	0	0	0	0	0	1	CNVR_638	16	49425121	49608429	1	CNVR_638	16	49425121	49608429	0	0	0	0	0	Common_low
ARHGEF19	0	0	0	0	0	1	CNVR_113	2	135880908	136019931	1	CNVR_113	2	135880908	136019931	0	0	0	0	0	Common_low
ARHGEF26	0	0	0	0	0	1	CNVR_52	1	113427015	113486828	1	CNVR_52	1	113427015	113486828	0	0	0	0	0	Common_low
ARID3A	0	0	0	0	0	1	CNVR_341	7	43369002	44022730	1	CNVR_341	7	43369002	44022730	0	0	0	0	0	Common_low
ARID4B	1	CNVR_236	28	8022387	8200649	2	CNVR_935	28	7978983	8010103	2	CNVR_935	28	7978983	8010103	1	CNVR_236	28	8022387	8200649	Common_low
ARL16	0	0	0	0	0	1	CNVR_750	19	50761431	51158110	0	0	0	0	0	0	0	0	0	0	Common_low
ARL6IP4	0	0	0	0	0	1	CNVR_670	17	52529561	52696346	0	0	0	0	0	0	0	0	0	0	Common_low
ARL8A	0	0	0	0	0	1	CNVR_649	16	80424663	80561730	0	0	0	0	0	0	0	0	0	0	Common_low
ARMC7	0	0	0	0	0	3	CNVR_758	19	56293270	56677337	3	CNVR_758	19	56293270	56677337	0	0	0	0	0	Common_low
ARRDC1	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	0	0	0	0	0	1	CNVR_124	11	103363410	106804258	Common_low
ARRDC3	1	CNVR_87	7	93224876	93254737	3	CNVR_351	7	90843162	90863630	3	CNVR_351	7	90843162	90863630	1	CNVR_87	7	93224876	93254737	Common_low
ARSG	0	0	0	0	0	1	CNVR_759	19	61701944	61794220	1	CNVR_759	19	61701944	61794220	0	0	0	0	0	Common_low
ARVCF	0	0	0	0	0	4	CNVR_681	17	72483071	73106809	4	CNVR_681	17	72483071	73106809	0	0	0	0	0	Common_low
ASCC3	0	0	0	0	0	2	CNVR_398	9	49224046	49366561	2	CNVR_398	9	49224046	49366561	0	0	0	0	0	Common_low
ASPSCR1	1	CNVR_181	19	51478494	51538272	8	CNVR_750	19	50761431	51158110	8	CNVR_750	19	50761431	51158110	1	CNVR_181	19	51478494	51538272	Common_low
ASTL	0	0	0	0	0	2	CNVR_454	11	2277342	2403508	0	0	0	0	0	0	0	0	0	0	Common_low
ATAD3A	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	1	CNVR_639	16	50834467	51464253	0	0	0	0	0	Common_low
ATAD5	0	0	0	0	0	1	CNVR_733	19	18012136	18118339	1	CNVR_733	19	18012136	18118339	0	0	0	0	0	Common_low
ATF7IP	0	0	0	0	0	5	CNVR_240	5	95388986	95475180	5	CNVR_240	5	95388986	95475180	0	0	0	0	0	Common_low
ATG4B	0	0	0	0	0	3	CNVR_152	3	120634274	120886943	3	CNVR_152	3	120634274	120886943	0	0	0	0	0	Common_low
ATG4D	0	0	0	0	0	1	CNVR_318	7	15060628	15282437	1	CNVR_318	7	15060628	15282437	0	0	0	0	0	Common_low
ATMIN	0	0	0	0	0	1	CNVR_684	18	7691780	7759211	1	CNVR_684	18	7691780	7759211	0	0	0	0	0	Common_low
ATP11B	0	0	0	0	0	3	CNVR_46	1	84064869	84176862	0	0	0	0	0	0	0	0	0	0	Common_low
ATP1B2	1	CNVR_180	19	27576066	28031919	5	CNVR_739	19	26936476	27421507	5	CNVR_739	19	26936476	27421507	1	CNVR_180	19	27576066	28031919	Common_low
ATP5F1D	0	0	0	0	0	4	CNVR_341	7	43369002	44022730	4	CNVR_341	7	43369002	44022730	0	0	0	0	0	Common_low
ATP5PD	0	0	0	0	0	3	CNVR_758	19	56293270	56677337	3	CNVR_758	19	56293270	56677337	0	0	0	0	0	Common_low
ATP5PO	0	0	0	0	0	1	CNVR_1	1	1556392	1761967	1	CNVR_1	1	1556392	1761967	0	0	0	0	0	Common_low
ATP6V1G2	1	CNVR_208	23	27286587	27903991	0	0	0	0	0	0	0	0	0	0	1	CNVR_208	23	27286587	27903991	Common_low
ATPAF2	0	0	0	0	0	1	CNVR_742	19	34401871	34652351	1	CNVR_742	19	34401871	34652351	0	0	0	0	0	Common_low
ATRAID	1	CNVR_36	4	58591926	59647887	0	0	0	0	0	0	0	0	0	0	1	CNVR_36	4	58591926	59647887	Common_low
ATRNL1	0	0	0	0	0	4	CNVR_912	26	35555953	35700362	0	0	0	0	0	0	0	0	0	0	Common_low
AURKAIP1	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	1	CNVR_639	16	50834467	51464253	0	0	0	0	0	Common_low
AXDND1	0	0	0	0	0	15	CNVR_643	16	60554810	60784885	0	0	0	0	0	0	0	0	0	0	Common_low
AZU1	0	0	0	0	0	1	CNVR_341	7	43369002	44022730	0	0	0	0	0	0	0	0	0	0	Common_low
B2M	2	CNVR_119	10	104016609	104152410	2	CNVR_453	10	103030307	103146542	2	CNVR_453	10	103030307	103146542	2	CNVR_119	10	104016609	104152410	Common_low
B3GALT4	0	0	0	0	0	1	CNVR_841	23	7287056	7484843	1	CNVR_841	23	7287056	7484843	0	0	0	0	0	Common_low
B3GALT6	0	0	0	0	0	1	CNVR_639	16	50834467	51464253	0	0	0	0	0	0	0	0	0	0	Common_low
B3GNT3	0	0	0	0	0	1	CNVR_310	7	5292475	5377006	1	CNVR_310	7	5292475	5377006	0	0	0	0	0	Common_low
B3GNT5	0	0	0	0	0	6	CNVR_45	1	83707085	83810343	6	CNVR_45	1	83707085	83810343	0	0	0	0	0	Common_low
BACE2	4	CNVR_13	1	142904469	142999555	0	0	0	0	0	0	0	0	0	0	4	CNVR_13	1	142904469	142999555	Common_low
BACH1	0	0	0	0	0	4	CNVR_5	1	6813154	6910759	0	0	0	0	0	0	0	0	0	0	Common_low
BAG6	1	CNVR_208	23	27286587	27903991	1	CNVR_849	23	27494111	27734916	1	CNVR_849	23	27494111	27734916	1	CNVR_208	23	27286587	27903991	Common_low
BAIAP2	0	0	0	0	0	3	CNVR_751	19	51489174	51643975	3	CNVR_751	19	51489174	51643975	0	0	0	0	0	Common_low
BAIAP3	0	0	0	0	0	4	CNVR_883	25	854830	1789361	0	0	0	0	0	0	0	0	0	0	Common_low
BANP	0	0	0	0	0	1	CNVR_688	18	13303377	13434174	1	CNVR_688	18	13303377	13434174	0	0	0	0	0	Common_low
BCAS3	0	0	0	0	0	1	CNVR_727	19	12219365	12274618	0	0	0	0	0	0	0	0	0	0	Common_low
BCHE	0	0	0	0	0	3	CNVR_51	1	100412522	105472672	3	CNVR_51	1	100412522	105472672	0	0	0	0	0	Common_low
BCL11B	0	0	0	0	0	1	CNVR_814	21	64253259	64685093	0	0	0	0	0	0	0	0	0	0	Common_low
BCL2L12	0	0	0	0	0	2	CNVR_706	18	56066463	56136613	2	CNVR_706	18	56066463	56136613	0	0	0	0	0	Common_low
BCL7B	0	0	0	0	0	1	CNVR_894	25	33632236	33654364	1	CNVR_894	25	33632236	33654364	0	0	0	0	0	Common_low
BCNT2	1	CNVR_173	18	2815483	2864232	0	0	0	0	0	0	0	0	0	0	1	CNVR_173	18	2815483	2864232	Common_low
BCR	0	0	0	0	0	1	CNVR_678	17	71709378	71885069	0	0	0	0	0	0	0	0	0	0	Common_low
BHLHE23	0	0	0	0	0	4	CNVR_543	13	53822879	54521999	0	0	0	0	0	0	0	0	0	0	Common_low
BICDL2	0	0	0	0	0	1	CNVR_884	25	2262072	2450378	1	CNVR_884	25	2262072	2450378	0	0	0	0	0	Common_low
BIRC2	0	0	0	0	0	1	CNVR_589	15	6287730	6431790	0	0	0	0	0	0	0	0	0	0	Common_low
BIRC3	0	0	0	0	0	3	CNVR_589	15	6287730	6431790	3	CNVR_589	15	6287730	6431790	0	0	0	0	0	Common_low
BIRC5	0	0	0	0	0	1	CNVR_753	19	53607609	54071105	1	CNVR_753	19	53607609	54071105	0	0	0	0	0	Common_low
BIRC6	0	0	0	0	0	1	CNVR_458	11	14734237	15096210	1	CNVR_458	11	14734237	15096210	0	0	0	0	0	Common_low
BIRC7	0	0	0	0	0	5	CNVR_543	13	53822879	54521999	0	0	0	0	0	0	0	0	0	0	Common_low
BLA-DQB	1	CNVR_206	23	25222914	25978647	59	CNVR_847	23	25560755	25730370	59	CNVR_847	23	25560755	25730370	1	CNVR_206	23	25222914	25978647	High_and_Low
BMP7	0	0	0	0	0	1	CNVR_546	13	58932344	58979512	1	CNVR_546	13	58932344	58979512	0	0	0	0	0	Common_low
BOK	0	0	0	0	0	1	CNVR_152	3	120634274	120886943	1	CNVR_152	3	120634274	120886943	0	0	0	0	0	Common_low
BOLA	0	0	0	0	0	0	0	0	0	0	2	CNVR_851	23	28560191	28625152	0	0	0	0	0	Common_low
BOLA-A	1	CNVR_208	23	27286587	27903991	0	0	0	0	0	0	0	0	0	0	1	CNVR_208	23	27286587	27903991	Common_low
BOLA-DOA	0	0	0	0	0	1	CNVR_841	23	7287056	7484843	1	CNVR_841	23	7287056	7484843	0	0	0	0	0	Common_low
BOLA-DQA2	1	CNVR_206	23	25222914	25978647	0	0	0	0	0	6	CNVR_847	23	25560755	25730370	1	CNVR_206	23	25222914	25978647	Common_low
BOLA-DQA5	1	CNVR_206	23	25222914	25978647	6	CNVR_847	23	25560755	25730370	6	CNVR_847	23	25560755	25730370	1	CNVR_206	23	25222914	25978647	Common_low
BOLA-DQB	1	CNVR_206	23	25222914	25978647	6	CNVR_847	23	25560755	25730370	6	CNVR_847	23	25560755	25730370	1	CNVR_206	23	25222914	25978647	Common_low
BOLA-DRA	1	CNVR_206	23	25222914	25978647	0	0	0	0	0	0	0	0	0	0	1	CNVR_206	23	25222914	25978647	Common_low
BOLA-DRB3	1	CNVR_206	23	25222914	25978647	0	0	0	0	0	30	CNVR_847	23	25560755	25730370	1	CNVR_206	23	25222914	25978647	High_and_Low
BOLA1	0	0	0	0	0	1	CNVR_117	3	20706978	20756370	1	CNVR_117	3	20706978	20756370	0	0	0	0	0	Common_low
BOP1	0	0	0	0	0	6	CNVR_556	14	330256	1142313	0	0	0	0	0	0	0	0	0	0	Common_low
BPHL	0	0	0	0	0	4	CNVR_859	23	50437086	50536890	4	CNVR_859	23	50437086	50536890	0	0	0	0	0	Common_low
BPTF	0	0	0	0	0	1	CNVR_749	19	49003361	49210454	0	0	0	0	0	0	0	0	0	0	Common_low
BRAT1	0	0	0	0	0	4	CNVR_898	25	40644879	41380662	4	CNVR_898	25	40644879	41380662	0	0	0	0	0	Common_low
BRD2	0	0	0	0	0	1	CNVR_841	23	7287056	7484843	1	CNVR_841	23	7287056	7484843	0	0	0	0	0	Common_low
BRD3	1	CNVR_124	11	103363410	106804258	0	0	0	0	0	0	0	0	0	0	1	CNVR_124	11	103363410	106804258	Common_low
BRF1	0	0	0	0	0	4	CNVR_821	21	69122111	69808854	0	0	0	0	0	0	0	0	0	0	Common_low
BRICD5	0	0	0	0	0	2	CNVR_883	25	854830	1789361	0	0	0	0	0	0	0	0	0	0	Common_low
BRINP3	0	0	0	0	0	4	CNVR_627	16	13872867	15634358	4	CNVR_627	16	13872867	15634358	0	0	0	0	0	Common_low
BRIP1	0	0	0	0	0	1	CNVR_726	19	11112419	11346615	0	0	0	0	0	0	0	0	0	0	Common_low
BRSK1	0	0	0	0	0	1	CNVR_712	18	62154633	62277401	0	0	0	0	0	0	0	0	0	0	Common_low
