name2	Frequency	ID	Chr	CNVR_Start	CNVR_End
HIST1H1E	6	CNVR_856	23	31580954	31945721
HIST1H2BD	6	CNVR_856	23	31580954	31945721
HSF1	6	CNVR_556	14	330256	1142313
JMJD1C	6	CNVR_938	28	18916753	19430612
KIF21A	6	CNVR_222	5	41739940	41856142
KIFC2	6	CNVR_556	14	330256	1142313
LOC617875	6	CNVR_856	23	31580954	31945721
LRCH4	6	CNVR_895	25	35847022	36188699
LRRC45	6	CNVR_750	19	50761431	51158110
MAMDC4	6	CNVR_486	11	105779716	106470561
NOXA1	6	CNVR_486	11	105779716	106470561
PAXX	6	CNVR_486	11	105779716	106470561
PCOLCE	6	CNVR_895	25	35847022	36188699
PHPT1	6	CNVR_486	11	105779716	106470561
POLR2A	6	CNVR_739	19	26936476	27421507
PPP6R3	6	CNVR_973	29	46047863	46178866
RABL6	6	CNVR_486	11	105779716	106470561
RFC5	6	CNVR_672	17	57083149	57194642
RXRA	6	CNVR_484	11	105018259	105215563
SLC27A5	6	CNVR_716	18	65603314	65814370
SLC35G6	6	CNVR_739	19	26936476	27421507
TBC1D7	6	CNVR_857	23	43199690	43271085
TRIM28	6	CNVR_716	18	65603314	65814370
USP15	6	CNVR_225	5	51021894	51204033
WSB2	6	CNVR_672	17	57083149	57194642
ZBTB4	6	CNVR_739	19	26936476	27421507
ACAP1	5	CNVR_739	19	26936476	27421507
ACTL6B	5	CNVR_895	25	35847022	36188699
ARFGAP1	5	CNVR_543	13	53822879	54521999
ARFRP1	5	CNVR_543	13	53822879	54521999
ATF7IP	5	CNVR_240	5	95388986	95475180
ATP1B2	5	CNVR_739	19	26936476	27421507
C25H16orf91	5	CNVR_883	25	854830	1789361
CD151	5	CNVR_978	29	50494950	50640393
CDH12	5	CNVR_784	20	51533028	52125534
CFAP299	5	CNVR_294	6	95401682	95707067
CLBA1	5	CNVR_821	21	69122111	69808854
CLCN7	5	CNVR_883	25	854830	1789361
CRAMP1	5	CNVR_883	25	854830	1789361
DNAH2	5	CNVR_739	19	26936476	27421507
EFNB3	5	CNVR_739	19	26936476	27421507
EIF5A	5	CNVR_739	19	26936476	27421507
FGF11	5	CNVR_739	19	26936476	27421507
FNDC11	5	CNVR_543	13	53822879	54521999
FXR2	5	CNVR_739	19	26936476	27421507
GAL	5	CNVR_973	29	46047863	46178866
GART	5	CNVR_2	1	1984725	2024917
GMEB2	5	CNVR_543	13	53822879	54521999
GNB2	5	CNVR_895	25	35847022	36188699
GPS2	5	CNVR_739	19	26936476	27421507
JPT2	5	CNVR_883	25	854830	1789361
KCTD11	5	CNVR_739	19	26936476	27421507
LCORL	5	CNVR_276	6	37302499	37536990
LOC790886	5	CNVR_622	16	5680582	6196805
LRRIQ1	5	CNVR_215	5	14819458	14878496
MAP2K2	5	CNVR_321	7	19718988	20025300
MAPK8IP3	5	CNVR_883	25	854830	1789361
MIR124B	5	CNVR_543	13	53822879	54521999
MIR1839	5	CNVR_556	14	330256	1142313
MOSPD3	5	CNVR_895	25	35847022	36188699
MPDU1	5	CNVR_739	19	26936476	27421507
MROH1	5	CNVR_556	14	330256	1142313
MRPS34	5	CNVR_883	25	854830	1789361
NEURL4	5	CNVR_739	19	26936476	27421507
NLGN2	5	CNVR_739	19	26936476	27421507
NME3	5	CNVR_883	25	854830	1789361
NUBP2	5	CNVR_883	25	854830	1789361
PAEP	5	CNVR_482	11	103152822	103304846
PIAS4	5	CNVR_321	7	19718988	20025300
PLSCR3	5	CNVR_739	19	26936476	27421507
PNPLA2	5	CNVR_978	29	50494950	50640393
POLR2L	5	CNVR_978	29	50494950	50640393
PPDPF	5	CNVR_543	13	53822879	54521999
PRODH	5	CNVR_681	17	72483071	73106809
PTK6	5	CNVR_543	13	53822879	54521999
RALYL	5	CNVR_580	14	77851028	78235444
ROBO1	5	CNVR_21	1	26533913	27099907
RTEL1	5	CNVR_543	13	53822879	54521999
SAT2	5	CNVR_739	19	26936476	27421507
SHBG	5	CNVR_739	19	26936476	27421507
SON	5	CNVR_2	1	1984725	2024917
SOX15	5	CNVR_739	19	26936476	27421507
SPEM1	5	CNVR_739	19	26936476	27421507
SPSB3	5	CNVR_883	25	854830	1789361
SREBF1	5	CNVR_742	19	34401871	34652351
SRMS	5	CNVR_543	13	53822879	54521999
STMN3	5	CNVR_543	13	53822879	54521999
TESMIN	5	CNVR_973	29	46047863	46178866
TFR2	5	CNVR_895	25	35847022	36188699
TMEM102	5	CNVR_739	19	26936476	27421507
TMEM256	5	CNVR_739	19	26936476	27421507
TMEM95	5	CNVR_739	19	26936476	27421507
TNFRSF6B	5	CNVR_543	13	53822879	54521999
TOM1L2	5	CNVR_742	19	34401871	34652351
TP53	5	CNVR_739	19	26936476	27421507
TSPAN4	5	CNVR_978	29	50494950	50640393
UNC13C	5	CNVR_442	10	55628092	55693450
WRAP53	5	CNVR_739	19	26936476	27421507
YTHDF1	5	CNVR_543	13	53822879	54521999
ZBTB46	5	CNVR_543	13	53822879	54521999
ZBTB7A	5	CNVR_321	7	19718988	20025300
ZC3H15	5	CNVR_68	2	9813911	13056656
ZGPAT	5	CNVR_543	13	53822879	54521999
ABHD16B	4	CNVR_543	13	53822879	54521999
ARVCF	4	CNVR_681	17	72483071	73106809
ATP5F1D	4	CNVR_341	7	43369002	44022730
BPHL	4	CNVR_859	23	50437086	50536890
BRAT1	4	CNVR_898	25	40644879	41380662
BRINP3	4	CNVR_627	16	13872867	15634358
BTBD6	4	CNVR_821	21	69122111	69808854
C18H16orf87	4	CNVR_691	18	15143758	15157858
C7H19orf24	4	CNVR_341	7	43369002	44022730
CARD9	4	CNVR_483	11	103562010	104313142
CCHCR1	4	CNVR_850	23	27883512	28085043
CCND2	4	CNVR_245	5	105720910	105792437
CIRBP	4	CNVR_341	7	43369002	44022730
CNPY3	4	CNVR_844	23	16521600	16640000
CNTN5	4	CNVR_590	15	9385293	12984746
COMT	4	CNVR_681	17	72483071	73106809
CORO1B	4	CNVR_972	29	45085715	45486731
CPNE7	4	CNVR_690	18	14389737	14677822
CPT1A	4	CNVR_973	29	46047863	46178866
CYC1	4	CNVR_556	14	330256	1142313
DCXR	4	CNVR_750	19	50761431	51158110
DGCR8	4	CNVR_681	17	72483071	73106809
DUS1L	4	CNVR_750	19	50761431	51158110
EEF1A2	4	CNVR_543	13	53822879	54521999
EEFSEC	4	CNVR_838	22	59243645	59473474
ELOB	4	CNVR_884	25	2262072	2450378
ENTR1	4	CNVR_483	11	103562010	104313142
EXOSC4	4	CNVR_556	14	330256	1142313
GATA2	4	CNVR_838	22	59243645	59473474
GFER	4	CNVR_883	25	854830	1789361
GNMT	4	CNVR_844	23	16521600	16640000
GNPTG	4	CNVR_883	25	854830	1789361
GPAA1	4	CNVR_556	14	330256	1142313
GPS1	4	CNVR_750	19	50761431	51158110
GRIFIN	4	CNVR_898	25	40644879	41380662
GRINA	4	CNVR_556	14	330256	1142313
INPP5E	4	CNVR_483	11	103562010	104313142
KIRREL3	4	CNVR_967	29	29740161	29758973
LYPLA1	4	CNVR_561	14	21980847	22030348
MAF1	4	CNVR_556	14	330256	1142313
MIR11980	4	CNVR_898	25	40644879	41380662
MIR1306	4	CNVR_681	17	72483071	73106809
MIR185	4	CNVR_681	17	72483071	73106809
MRPL15	4	CNVR_561	14	21980847	22030348
MSRB1	4	CNVR_883	25	854830	1789361
NDST4	4	CNVR_265	6	7907346	10583779
NDUFB10	4	CNVR_883	25	854830	1789361
NDUFV2	4	CNVR_875	24	41383914	41568029
NTHL1	4	CNVR_883	25	854830	1789361
PEX6	4	CNVR_844	23	16521600	16640000
PKN2	4	CNVR_131	3	55075515	55189536
PLA2R1	4	CNVR_82	2	36335995	36379882
PLXDC2	4	CNVR_527	13	21473454	21572022
PMPCA	4	CNVR_483	11	103562010	104313142
POLD4	4	CNVR_972	29	45085715	45486731
PPP1CA	4	CNVR_972	29	45085715	45486731
PSMB11	4	CNVR_429	10	21794678	21979394
PSMB5	4	CNVR_429	10	21794678	21979394
PTCRA	4	CNVR_844	23	16521600	16640000
PTPRCAP	4	CNVR_972	29	45085715	45486731
RAC3	4	CNVR_750	19	50761431	51158110
RAD9A	4	CNVR_972	29	45085715	45486731
RANBP1	4	CNVR_681	17	72483071	73106809
RNF151	4	CNVR_883	25	854830	1789361
RPL3L	4	CNVR_883	25	854830	1789361
RPN1	4	CNVR_838	22	59243645	59473474
RPS2	4	CNVR_883	25	854830	1789361
RPS6KB2	4	CNVR_972	29	45085715	45486731
RSPH14	4	CNVR_678	17	71709378	71885069
SBNO2	4	CNVR_341	7	43369002	44022730
SHARPIN	4	CNVR_556	14	330256	1142313
SLC9A3R2	4	CNVR_883	25	854830	1789361
SMG1	4	CNVR_888	25	16449087	16538323
SYNGR3	4	CNVR_883	25	854830	1789361
TANGO2	4	CNVR_681	17	72483071	73106809
TBC1D10C	4	CNVR_972	29	45085715	45486731
TBL3	4	CNVR_883	25	854830	1789361
TCEA1	4	CNVR_561	14	21980847	22030348
TMEM204	4	CNVR_883	25	854830	1789361
TPD52L2	4	CNVR_543	13	53822879	54521999
TSR3	4	CNVR_883	25	854830	1789361
UBE2I	4	CNVR_883	25	854830	1789361
ZNF644	4	CNVR_128	3	52257274	52264697
ABCA7	3	CNVR_341	7	43369002	44022730
ABI1	3	CNVR_525	13	17800892	17909299
ADD1	3	CNVR_300	6	115881461	115959367
ADGRL4	3	CNVR_136	3	63108408	65747448
AGPAT2	3	CNVR_483	11	103562010	104313142
AKR1A1	3	CNVR_147	3	100277178	100601230
AKT3	3	CNVR_637	16	33331779	33556407
ANKRD13D	3	CNVR_972	29	45085715	45486731
ARHGAP45	3	CNVR_341	7	43369002	44022730
ARMC7	3	CNVR_758	19	56293270	56677337
ARRDC3	3	CNVR_351	7	90843162	90863630
ATG4B	3	CNVR_152	3	120634274	120886943
ATP5PD	3	CNVR_758	19	56293270	56677337
BAIAP2	3	CNVR_751	19	51489174	51643975
BCHE	3	CNVR_51	1	100412522	105472672
BIRC3	3	CNVR_589	15	6287730	6431790
BTN1A1	3	CNVR_856	23	31580954	31945721
C25H7orf61	3	CNVR_895	25	35847022	36188699
C7H19orf25	3	CNVR_341	7	43369002	44022730
CACNA2D1	3	CNVR_174	4	38363077	38577586
CD68	3	CNVR_739	19	26936476	27421507
CDK10	3	CNVR_690	18	14389737	14677822
CDSN	3	CNVR_850	23	27883512	28085043
CHMP1A	3	CNVR_690	18	14389737	14677822
CHST12	3	CNVR_898	25	40644879	41380662
CLDN10	3	CNVR_517	12	72838319	72907153
CNN2	3	CNVR_341	7	43369002	44022730
COPZ2	3	CNVR_743	19	38412685	38489966
CREB3L3	3	CNVR_321	7	19718988	20025300
CTDNEP1	3	CNVR_739	19	26936476	27421507
CYSRT1	3	CNVR_486	11	105779716	106470561
D2HGDH	3	CNVR_152	3	120634274	120886943
DAZAP1	3	CNVR_341	7	43369002	44022730
DCUN1D1	3	CNVR_46	1	84064869	84176862
DDT	3	CNVR_677	17	71266660	71483760
DPEP1	3	CNVR_690	18	14389737	14677822
DTYMK	3	CNVR_152	3	120634274	120886943
DVL2	3	CNVR_739	19	26936476	27421507
EBI3	3	CNVR_321	7	19718988	20025300
EGFL7	3	CNVR_483	11	103562010	104313142
EIF4A1	3	CNVR_739	19	26936476	27421507
ENTPD2	3	CNVR_486	11	105779716	106470561
ERO1A	3	CNVR_425	10	11354552	11544918
FAHD1	3	CNVR_883	25	854830	1789361
FAM78A	3	CNVR_480	11	101427888	101475871
FANCA	3	CNVR_690	18	14389737	14677822
FASN	3	CNVR_750	19	50761431	51158110
FGFR3	3	CNVR_302	6	116765519	116935159
FUT7	3	CNVR_486	11	105779716	106470561
FYB1	3	CNVR_779	20	35259879	35378617
GABARAP	3	CNVR_739	19	26936476	27421507
GAMT	3	CNVR_341	7	43369002	44022730
GID8	3	CNVR_543	13	53822879	54521999
GNB1L	3	CNVR_681	17	72483071	73106809
GPBP1L1	3	CNVR_147	3	100277178	100601230
GPX4	3	CNVR_341	7	43369002	44022730
GRK2	3	CNVR_972	29	45085715	45486731
GSTT1	3	CNVR_677	17	71266660	71483760
GSTT2	3	CNVR_677	17	71266660	71483760
GSTT4	3	CNVR_677	17	71266660	71483760
H4	3	CNVR_856	23	31580954	31945721
HAGH	3	CNVR_883	25	854830	1789361
HFE	3	CNVR_856	23	31580954	31945721
HIST1H1C	3	CNVR_856	23	31580954	31945721
HIST1H2AC	3	CNVR_856	23	31580954	31945721
HSDL2	3	CNVR_380	8	101701833	101756218
IGFALS	3	CNVR_883	25	854830	1789361
ING5	3	CNVR_152	3	120634274	120886943
IPP	3	CNVR_147	3	100277178	100601230
KBTBD8	3	CNVR_832	22	34408419	34473365
KLF12	3	CNVR_505	12	48651266	48790568
LENG1	3	CNVR_714	18	63175100	63296868
LOC511617	3	CNVR_206	4	112837075	112994064
LOC534155	3	CNVR_380	8	101701833	101756218
LOC786948	3	CNVR_883	25	854830	1789361
LOC788572	3	CNVR_618	15	84028735	84813274
LRPAP1	3	CNVR_298	6	114903821	115458260
MAFG	3	CNVR_750	19	50761431	51158110
MBD3	3	CNVR_341	7	43369002	44022730
MBOAT7	3	CNVR_714	18	63175100	63296868
MIER3	3	CNVR_772	20	22272974	22305514
MIR10164	3	CNVR_752	19	52105919	52254545
MIR10179	3	CNVR_750	19	50761431	51158110
MIR1225	3	CNVR_883	25	854830	1789361
MIR126	3	CNVR_483	11	103562010	104313142
MIR148C	3	CNVR_743	19	38412685	38489966
MIR152	3	CNVR_743	19	38412685	38489966
MIR1777A	3	CNVR_298	6	114903821	115458260
MIR2309	3	CNVR_556	14	330256	1142313
MIR2361	3	CNVR_785	20	52471085	53881002
MIR6531	3	CNVR_856	23	31580954	31945721
MTA1	3	CNVR_821	21	69122111	69808854
MYADML2	3	CNVR_750	19	50761431	51158110
NASP	3	CNVR_147	3	100277178	100601230
NDOR1	3	CNVR_486	11	105779716	106470561
NDUFS7	3	CNVR_341	7	43369002	44022730
NPDC1	3	CNVR_486	11	105779716	106470561
NT5C	3	CNVR_758	19	56293270	56677337
OPLAH	3	CNVR_556	14	330256	1142313
PAFAH1B1	3	CNVR_737	19	23517073	23564582
PAK2	3	CNVR_42	1	71238937	71380741
PEBP1	3	CNVR_672	17	57083149	57194642
PHF23	3	CNVR_739	19	26936476	27421507
POLR2E	3	CNVR_341	7	43369002	44022730
PPARA	3	CNVR_253	5	116466547	116483271
PPP2R5D	3	CNVR_844	23	16521600	16640000
PRDX1	3	CNVR_147	3	100277178	100601230
PSMC6	3	CNVR_425	10	11354552	11544918
PSORS1C2	3	CNVR_850	23	27883512	28085043
PYCR1	3	CNVR_750	19	50761431	51158110
RAB10	3	CNVR_474	11	73302300	73478626
RAB26	3	CNVR_883	25	854830	1789361
RBL1	3	CNVR_549	13	66020536	66085526
RDX	3	CNVR_591	15	20276441	20424163
REEP6	3	CNVR_341	7	43369002	44022730
RERGL	3	CNVR_238	5	91512259	93289231
RLF	3	CNVR_148	3	105906709	105941874
RNF157	3	CNVR_755	19	54968541	55578623
RPL13	3	CNVR_690	18	14389737	14677822
RPS15	3	CNVR_341	7	43369002	44022730
SAP30BP	3	CNVR_756	19	55889067	55911397
SENP3	3	CNVR_739	19	26936476	27421507
SEPTIN5	3	CNVR_681	17	72483071	73106809
SH3BP2	3	CNVR_300	6	115881461	115959367
SIRT6	3	CNVR_321	7	19718988	20025300
SLC17A9	3	CNVR_543	13	53822879	54521999
SPATA2L	3	CNVR_690	18	14389737	14677822
SPG7	3	CNVR_690	18	14389737	14677822
SPIRE2	3	CNVR_690	18	14389737	14677822
SPOCK1	3	CNVR_343	7	48631701	48659911
SSH3	3	CNVR_972	29	45085715	45486731
STYX	3	CNVR_425	10	11354552	11544918
TBC1D22A	3	CNVR_255	5	117008357	117117023
TBC1D5	3	CNVR_59	1	154336232	154445682
TCF3	3	CNVR_341	7	43369002	44022730
THAP4	3	CNVR_152	3	120634274	120886943
THEMIS	3	CNVR_406	9	65885583	66036771
TMC4	3	CNVR_714	18	63175100	63296868
TMEM69	3	CNVR_147	3	100277178	100601230
TNFSF12	3	CNVR_739	19	26936476	27421507
TNFSF13	3	CNVR_739	19	26936476	27421507
TPSB2	3	CNVR_883	25	854830	1789361
TRAF7	3	CNVR_883	25	854830	1789361
TSC22D4	3	CNVR_895	25	35847022	36188699
TSEN34	3	CNVR_714	18	63175100	63296868
TUBB2B	3	CNVR_859	23	50437086	50536890
TUBB4B	3	CNVR_486	11	105779716	106470561
TXNRD2	3	CNVR_681	17	72483071	73106809
UFD1	3	CNVR_681	17	72483071	73106809
UQCR11	3	CNVR_341	7	43369002	44022730
VSTM2A	3	CNVR_153	4	190991	4139295
YJU2	3	CNVR_321	7	19718988	20025300
ZNF428	3	CNVR_702	18	51750897	51854284
ZNF576	3	CNVR_702	18	51750897	51854284
ZPBP	3	CNVR_154	4	5815841	5868189
A1BG	2	CNVR_716	18	65603314	65814370
ABTB1	2	CNVR_839	22	59789766	59858286
ACACA	2	CNVR_728	19	13518465	13564941
ACADVL	2	CNVR_739	19	26936476	27421507
ACBD5	2	CNVR_525	13	17800892	17909299
ACOX3	2	CNVR_297	6	114582670	114667980
ADAP1	2	CNVR_901	25	41670837	41856420
ADGRL2	2	CNVR_135	3	62278399	62720838
AFMID	2	CNVR_753	19	53607609	54071105
AIP	2	CNVR_972	29	45085715	45486731
AJUBA	2	CNVR_429	10	21794678	21979394
ALCAM	2	CNVR_36	1	49952651	50064432
ALDH7A1	2	CNVR_330	7	27289094	27323816
ALYREF	2	CNVR_750	19	50761431	51158110
ANAPC11	2	CNVR_750	19	50761431	51158110
ANKIB1	2	CNVR_158	4	9623951	9706609
ARHGAP39	2	CNVR_556	14	330256	1142313
ARHGDIA	2	CNVR_750	19	50761431	51158110
ARID4B	2	CNVR_935	28	7978983	8010103
ASCC3	2	CNVR_398	9	49224046	49366561
B2M	2	CNVR_453	10	103030307	103146542
BCL2L12	2	CNVR_706	18	56066463	56136613
BOLA	2	CNVR_851	23	28560191	28625152
C10H14orf93	2	CNVR_429	10	21794678	21979394
C14H8orf82	2	CNVR_556	14	330256	1142313
C16H1orf159	2	CNVR_639	16	50834467	51464253
C17H22orf39	2	CNVR_681	17	72483071	73106809
C25H7orf50	2	CNVR_901	25	41670837	41856420
CABP4	2	CNVR_972	29	45085715	45486731
CARS2	2	CNVR_520	12	85225566	85267889
CCDC117	2	CNVR_675	17	68015202	68055218
CCDC151	2	CNVR_319	7	15729850	15854651
CCDC183	2	CNVR_486	11	105779716	106470561
CDC45	2	CNVR_681	17	72483071	73106809
CDR2L	2	CNVR_758	19	56293270	56677337
CFL1	2	CNVR_970	29	43880703	43994574
CLDN5	2	CNVR_681	17	72483071	73106809
CLPTM1L	2	CNVR_793	20	71119829	71348678
CLSPN	2	CNVR_149	3	109750764	110033765
CNTN6	2	CNVR_828	22	24361162	25370093
COMMD5	2	CNVR_556	14	330256	1142313
COX19	2	CNVR_901	25	41670837	41856420
CRIP1	2	CNVR_821	21	69122111	69808854
CRIP2	2	CNVR_821	21	69122111	69808854
CYSLTR2	2	CNVR_497	12	18394407	18543051
DDX55	2	CNVR_669	17	52077181	52109735
DEXI	2	CNVR_885	25	9559212	9628737
DGCR2	2	CNVR_681	17	72483071	73106809
DHTKD1	2	CNVR_522	13	12280490	12378558
DNAAF2	2	CNVR_439	10	42661079	42860796
DNASE1L2	2	CNVR_883	25	854830	1789361
DOC2G	2	CNVR_972	29	45085715	45486731
DPM2	2	CNVR_478	11	98581543	98732077
DPP7	2	CNVR_486	11	105779716	106470561
DUSP2	2	CNVR_454	11	2277342	2403508
DYNC1I2	2	CNVR_72	2	24673731	24815717
E4F1	2	CNVR_883	25	854830	1789361
ECHDC3	2	CNVR_523	13	12520034	12748454
ECI1	2	CNVR_883	25	854830	1789361
EEF1D	2	CNVR_556	14	330256	1142313
EFEMP2	2	CNVR_970	29	43880703	43994574
EFNA2	2	CNVR_341	7	43369002	44022730
EIF3B	2	CNVR_898	25	40644879	41380662
ELP4	2	CNVR_608	15	62313688	62551885
EMSY	2	CNVR_605	15	55766312	55955167
ENKUR	2	CNVR_529	13	25678465	25886779
EPOR	2	CNVR_319	7	15729850	15854651
EPS15	2	CNVR_146	3	94818813	95038877
ERCC6L2	2	CNVR_375	8	82609588	82677709
ESS2	2	CNVR_681	17	72483071	73106809
EXOC7	2	CNVR_755	19	54968541	55578623
FADS6	2	CNVR_758	19	56293270	56677337
FAM102A	2	CNVR_478	11	98581543	98732077
FAM173A	2	CNVR_882	25	481855	630136
FBXL16	2	CNVR_882	25	481855	630136
FDX2	2	CNVR_317	7	14727440	14921401
FDXR	2	CNVR_758	19	56293270	56677337
FIZ1	2	CNVR_711	18	61872489	62133194
FOXJ1	2	CNVR_755	19	54968541	55578623
FSCN1	2	CNVR_896	25	38728867	38925016
FSD1	2	CNVR_321	7	19718988	20025300
FST	2	CNVR_773	20	25456504	25590025
FUCA1	2	CNVR_110	2	129061339	129121125
FYTTD1	2	CNVR_40	1	70145874	70404106
GABRA2	2	CNVR_286	6	63920386	65302613
GCGR	2	CNVR_750	19	50761431	51158110
GET4	2	CNVR_901	25	41670837	41856420
GNAS	2	CNVR_545	13	57367650	57558958
GPR146	2	CNVR_901	25	41670837	41856420
GPR22	2	CNVR_177	4	48447077	48515994
GPT	2	CNVR_556	14	330256	1142313
GRIN2C	2	CNVR_758	19	56293270	56677337
GSTP1	2	CNVR_972	29	45085715	45486731
GULP1	2	CNVR_66	2	7550253	8355987
HAUS4	2	CNVR_429	10	21794678	21979394
HERC4	2	CNVR_945	28	24427749	24527896
HFM1	2	CNVR_127	3	51981186	52060111
HGFAC	2	CNVR_298	6	114903821	115458260
HID1	2	CNVR_758	19	56293270	56677337
HMG20A	2	CNVR_802	21	32556363	32646958
HMGCL	2	CNVR_110	2	129061339	129121125
ICAM3	2	CNVR_317	7	14727440	14921401
IGF2BP2	2	CNVR_44	1	81343507	81416748
ING1	2	CNVR_520	12	85225566	85267889
IPO11	2	CNVR_771	20	16904479	16951836
IQCG	2	CNVR_40	1	70145874	70404106
IQSEC1	2	CNVR_836	22	58715254	58832896
IRF3	2	CNVR_706	18	56066463	56136613
IRGQ	2	CNVR_702	18	51750897	51854284
ISG15	2	CNVR_639	16	50834467	51464253
ITFG1	2	CNVR_692	18	15578052	15614150
IZUMO3	2	CNVR_362	8	18756828	20011119
JPT1	2	CNVR_758	19	56293270	56677337
KCND2	2	CNVR_195	4	84792163	84829041
KCNMB2	2	CNVR_47	1	88063961	88278205
KIF3C	2	CNVR_474	11	73302300	73478626
KLHDC1	2	CNVR_439	10	42661079	42860796
KLHDC2	2	CNVR_439	10	42661079	42860796
KNTC1	2	CNVR_671	17	52872065	53069851
KYAT1	2	CNVR_479	11	99160662	99643308
LOC100196899	2	CNVR_896	25	38728867	38925016
LOC506989	2	CNVR_596	15	46190128	46354274
LOC516108	2	CNVR_882	25	481855	630136
LRIG3	2	CNVR_227	5	54521099	54997923
LRP10	2	CNVR_429	10	21794678	21979394
LRRC14	2	CNVR_556	14	330256	1142313
LRRC24	2	CNVR_556	14	330256	1142313
LRRC7	2	CNVR_143	3	75327867	75535019
LRRC8A	2	CNVR_479	11	99160662	99643308
